 X,Y,amenity,name,cuisine,addr:street,addr:housenumber,addr:postcode,phone,website,addr:city,opening_hours,addr:state,takeaway,delivery,outdoor_seating,wheelchair,drink:beer,drink:wine,addr:country,smoking,cocktails,diet:vegetarian,drink:liquor,toilets,reservation,drink:coffee,payment:cash,name:en,email,payment:credit_cards,bar,diet:vegan,fax,happy_hours,internet_access,toilets:unisex,description,toilets:wheelchair,drink:tea,payment:debit_cards,capacity
-73.9644493,40.6828345975452,restaurant,Kitchen Grill,indian,Fulton Street,914A,11238,+1-718-789-7800,https://indiankitchengrill.com,,"Mo-Th 11:30-22:30; Fr-Sa 11:30-23:00; Su 11:30-22:30",,,yes,,,byob,byob,,,,yes,,,,,,,,,,,+1-718-789-7802,,wlan,,,,,,
-77.5670386,43.1591222975452,restaurant,Kitchen Verde,vegan,Culver Road,777,14609,,https://www.kitchen-verde.com/,Rochester,,NY,only,yes,,,,,,,,only,,,,,,,,,,only,,,,,,,,,0
-77.6132455,43.1932900975452,restaurant,Kithnos Seafood Market,seafood,Clinton Avenue North,1775,14621,(585) 342-4160,http://kithnosseafood.com/,Rochester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9938981,40.6814546975452,restaurant,Kittery,seafood,Smith Street,305,11231,+1-718-643-3293,http://www.kitterybrooklyn.net,,"Mo-Th 17:00-22:00+; Fr 17:00-23:00+; Sa 11:00-23:00+; Su 11:00-22:00+",,,,patio,,draught,yes,,,yes,,yes,,,,,,,,yes,,,Mo-Su 17:00-19:00,,,,,,,
-73.9757817,40.6747350975452,restaurant,Kiwiana,"new_zealand;brunch",Union Street,847A,11215,,http://kiwiana-nyc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.9759656,42.0947211975452,restaurant,K & K's The Old Teahouse,Hong_Kong,Bunn Hill Road,1011,13850,,,Vestal,"Su-Th 13:00-24:00; Fr-Sa 13:00-01:00",NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9092337,40.7009440975452,restaurant,K&K Super Buffett,chinese,Saint Nicholas Avenue,341,,(718) 381-7111,,,"Su 11:00-22:30; Mo-Th 10:30-22:30; Fr, Sa 10:00-23:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9170639,40.7031166975452,restaurant,Klom Klorm,thai,Wyckoff Avenue,181,,+1-718-489-9188,https://www.klomklormnyc.com/,,Mo-Su 11:00-22:30,,,yes,,,,,,,,yes,,,yes,,,,,,,yes,,,,,,,,,
-73.9336777,40.6000248975452,restaurant,Knapp Street Pizza,"pizza;italian",Knapp Street,2157,11229,,,Brooklyn,10:00-23:00,NY,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9942396,40.7319768975452,restaurant,Knickerbocker Bar & Grill,american,University Place,33,10003,,,New York,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.0238164,43.0881257975452,restaurant,Koban's Food & Drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9507003,40.7707748975452,restaurant,Kobe Sushi,japanese,York Avenue,1472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9911036,41.1403419975452,restaurant,Kobe Sushi,sushi,,,,,,,Mo-Su 011:30-22:00,,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9333087,40.7030761975452,restaurant,Koda Restaurant & Lounge,american,Flushing Avenue,985,,+1-347-223-4026,https://kodabrooklyn.com/,,"Mo 12:00-16:00, 17:00-04:00; Tu-Sa 17:00-04:00; Su 17:00-00:00",,yes,yes,,,,,,,yes,,,,,yes,,,,,,,,"Mo-Su 17:00-22:00, 25:00-27:00",,,,,,,
-73.9920482,40.7427924975452,restaurant,Kofoo,korean-deli,West 23rd Street,67,10010,+1 212 675 5277,http://www.kofoony.com/,New York,,,yes,yes,,,,,,no,,,,,,,,,,,,,,,,,,,,,
-73.9926606,40.6986055975452,restaurant,Kogane Ramen,japanese,,,,,,,,,,,,,,,,,,,,,,,,Kogane Ramen,,,,,,,wlan,,,,,,
-79.0598694,43.0844355975452,restaurant,Kohinoor Indian Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9738155,40.6793655975452,restaurant,Kombit,haitian,Flatbush Avenue,279,11217,+1-718-399-2000,http://www.kombitrestaurant.com,,"Tu-We 17:00-22:00; Th-Sa 17:00-24:00; Su 15:00-22:00",,,,,,,,,,,,yes,yes,,,,,,,yes,,,Tu-Fr 16:30-19:00,,,,,,,
-74.0102414,40.7034850975452,restaurant,Kome Waza,japanese,Water Street,40,10004,+16463681727,https://www.komewaza.com/,,"Mo-Fr 11:00-21:00; Sa 12:00-19:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9508414,40.7834335975452,restaurant,Korali Estiatorio,"greek;seafood",3rd Avenue,1662,,+1 646-964-5470,,,"Mo-Fr 11:30-22:30; Sa 11:00-22:30; Su 11:00-22:00",,,,,,,yes,,,,,,,,,,,nyckorali@gmail.com,,,,,,,,,,,,
-74.0031152,40.7229519975452,restaurant,Korchma Taras Bulba,russian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8131831,40.7651481975452,restaurant,Korean BBQ,,Northern Boulevard,,,,,,,,,,,,,,,,,,,,,,,Korean BBQ,,,,,,,,,,,,,
-73.9665717,40.7642116975452,restaurant,Korean Express,,Lexington Avenue,807,,+1-212-755-0123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9661746,40.8044412975452,restaurant,Koronet Pizza,pizza,Broadway,2848,10025,,,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9212065,40.7685396975452,restaurant,Koroni Souvlaki & Grill,greek,Newtown Avenue,29-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0079711,40.7098824975452,restaurant,Kortako,korean,Nassau Street,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9919806,40.6847122975452,restaurant,Kor Tor Mor,thai,,,,+1-718-797-5100,http://www.kortormorthai.com,,"Mo-Th 11:30-23:00; Fr-Sa 11:30-22:30; Su 11:30-23:00",,yes,yes,,,,,,,,yes,,,,,,,,,,yes,+1-718-797-5104,,,,,,,,
-73.9924976,40.6620378975452,restaurant,Korzo,eastern_european,,,,+1-718-499-1199,https://korzorestaurant.com,,"Mo-Fr 11:30-22:30+; Sa-Su 11:00-22:30+",,,,,yes,draught,yes,,,yes,,yes,yes,,,,,,,yes,,,,,yes,,yes,,,
-76.5536337,42.9416017975452,restaurant,Kosta's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7952951,42.7299257975452,restaurant,Koto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9890335,40.7310694975452,restaurant,Kotobuki,japanese,,,,+1-212-353-5088,https://www.kotobukirestaurants.com,,"Mo-Th 12:00-14:30,17:30-22:00; Fr 12:00-14:30,17:30-23:00; Sa 17:00-23:00; Su 17:00-21:30",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,
-73.4784661,44.6970782975452,restaurant,Koto Japanese Steakhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9742408,40.6799946975452,restaurant,Koto Sushi,sushi,,,,+1 718 230 3881,,,"Mo-Fr 11:30-15:30, 16:30-23:00; Sa-Su 12:00-23:00",,yes,yes,,,,,,,,,,yes,,,,,,,,,+1 718 230 7588,,,,,,,,
-74.00043,40.6822755975452,restaurant,Koto Sushi & Steak,"japanese;sushi",Henry Street,552,11231,+1-718-222-8055,,,"Mo 17:00-23:00; Tu-Fr 11:30-23:00; Sa 12:00-23:00; Su 17:00-23:00",,yes,yes,,,,,,,,yes,,,,,,,,,,,+1-718-222-8066,,,,,,,,
-73.9897625,40.7180934975452,restaurant,Kottu House,sri_lankan,Broome Street,250,,+1-646-781-9222,https://kottuhouse.com/,,"Mo-Th, Su 12:00-23:00; Fr, Sa 12:00-00:00",,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
-73.971451,40.7921859975452,restaurant,Kouzan,japanese,Amsterdam Avenue,685,10025,+1-212-280-8099,http://www.kouzanny.com/,New York,Mo-Su 11:30-23:30,NY,yes,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-73.9514807,40.7252852975452,restaurant,Krolewskie Jadlo,,Manhattan Avenue,694,11222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8977421,40.7083622975452,restaurant,Królewskie Jadło,polish,,,,+1-718-366-6226,http://www.krolewskiejadlo.com/,,"Su-Th 12:00-21:00; Fr-Sa 12:00-22:00",,yes,no,,,,,,,,yes,,,yes,,,,,yes,,,,,,,,,,,
-73.9862314,40.7327112975452,restaurant,Krust Pizzeria,pizza,East 14th Street,224,10003,(212) 510-8869,http://www.krustpizzas.com,New York,"Mo-We 11:00-00:00; Th 11:00-02:00; Fr-Sa 11:00-05:00; Su 12:00-22:00",NY,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7883731,42.6532631975452,restaurant,Kuma Ani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9888217,40.7194680975452,restaurant,Kuma Inn,"filipino;thai",Ludlow Street,113,10002,(212) 353-8866,,New York,"Mo-We, Su 06:00-23:00; Th-Sa 18:00-00:00",NY,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9910483,40.7151911975452,restaurant,Kuma Inn,thai,Ludlow Street,13,,,,,Mo-Su 18:00-02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8271107,40.7638544975452,restaurant,Kum Gang Sang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9989727,40.6763345975452,restaurant,Kumo II,"japanese;sushi",,,,+1-718-222-5758,,,"Mo-Th 11:30-23:00; Fr 11:30-24:00; Sa 12:00-24:00",,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,
-73.117265,40.8774748975452,restaurant,Kumo Japanese Steakhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9809181,40.7784814975452,restaurant,Kumo Sushi,japanese,West 72nd Street,165,,+1-212-580-6228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9829866,40.7304977975452,restaurant,Kumo Sushi,sushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.964999,40.6407796975452,restaurant,Kumo Sushi,,Cortelyou Road,1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7803824,42.6414217975452,restaurant,Kumo Sushi & Grill,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8975972,40.7006784975452,restaurant,Kum Wei Kitchen,chinese,Myrtle Avenue,60-19,,+1-718-417-0097,http://718-417-0097.chinesemenu.com/,,Mo-Su 11:00-22:30,,yes,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,
-73.9907507,40.7555903975452,restaurant,KungFu Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,KungFu Kitchen,,,,,,,,,,,,,
-73.9868159,40.7616844975452,restaurant,Kung Fu Little Steamed Buns,,8th Avenue,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.003445,40.7317814975452,restaurant,KUNI sushi,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9652954,40.7597470975452,restaurant,Kurant,,2nd Avenue,1091,10022,+1 646-370-6928,http://www.kurantnyc.com,New York,"Mon-Thu: 12:00PM to 2:00AM, Fri: 12:00PM to 3:00AM, Sat: 11:30AM to 2:00AM, Sun: 11:30AM to 12:00AM",NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9170767,40.7650072975452,restaurant,Kurry Qulture,"Indian;seasonal",30th Avenue,36-05,,,,,"Mo-Fr 17:00-00:00; Sa, Su 12:00-15:00, 17:00-00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9852137,40.7471688975452,restaurant,Kyo Chon Chicken,chicken,5th Avenue,319,,,http://kyochonus.com,New York,,NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-76.0123608,43.0303533975452,restaurant,Kyoko's,japanese,,,,,,,,,yes,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,24
-73.9895969,40.6877916975452,restaurant,Kyoto,japanese,,,,+1-718-522-5888,http://www.kyotosushiny.com,,"Mo-Th 12:00-23:00; Fr-Sa 12:00-00:00; Su 13:00-23:00",,,yes,,,,,,,,yes,,yes,,,,,,,,,+1-718-522-5889,,,,,,,,
-73.9116607,40.7443046975452,restaurant,La Adelita,,Roosevelt Avenue,52-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7635306,40.6744906975452,restaurant,La Bari Pizza,pizza,Farmers Boulevard,136-13,,+1-718-525-3185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9011417,40.7153727975452,restaurant,La Bella Mariella,"pizza;pasta",Fresh Pond Road,60-61,,+1-718-366-6170,https://www.labellamariella.com/,,"Mo-Th 11:00-23:00; Fr, Sa 11:00-00:00; Su 12:00-23:00",,yes,yes,,no,,,,,,,,,,,,,order@labellamariella.com,yes,,,,,,,,,,,
-73.9020539,40.6996160975452,restaurant,La Bella Pizza and Chicken,"pizza;chicken",Seneca Avenue,975,,(718) 386-5555,https://www.labellapizzachicken.com/,,"Mo-Th 10:00-21:30; Fr 10:00-22:30; Sa 11:00-22:30; Su 11:00-21:30",,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6372185,42.6946668975452,restaurant,La Bella Pizza & Restaurant,italian,Main Avenue,74,12198,518-283-0800,http://www.labellapizzawynantskill.com/,Wynantskill,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-71.9438413,41.0346511975452,restaurant,La Bodega,,Montauk Highway,752,11954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8855664,40.7494975975452,restaurant,La Boina Roja Steak House,steak_house,37th Avenue,80-18,11372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9769664,40.7624058975452,restaurant,La Bonne Soupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9283746,40.7023518975452,restaurant,L.A. Burrito,"mexican;burrito",Wilson Avenue,67,11237,+1-718-381-4740,,,"Mo-Su 11:00-22:45;",,yes,yes,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,
-73.9614532,40.7140469975452,restaurant,LA Burrito,mexican,Bedford Avenue,,,,,Brooklyn,,NY,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-73.8813161,40.7561402975452,restaurant,La Cabaña Argentina,argentinian,Northern Boulevard,86-07,11369,+1-718-426-5977,,Jackson Heights,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8984681,40.7093302975452,restaurant,La Cabaña Jarabacoa,"spanish;chicken",Fresh Pond Road,65-13,11385,(718) 821-5880,,Ridgwood,Mo-Su 07:00-23:00,NY,yes,yes,,limited,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9334615,40.8542688975452,restaurant,La Cabana Salvadorena,regional,Broadway,4384,10040,,,New york,Mo-Su 10:30-20:00,ny,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9128412,40.6990752975452,restaurant,La Caleta,,Gates Avenue,1529,,(718) 418-8050,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9079742,40.7046661975452,restaurant,La Canoa,,Onderdonk Avenue,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9807727,40.7831810975452,restaurant,La Caridad 78,,Broadway,2199,10024,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
-73.3264051,40.9285648975452,restaurant,La Casa,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.6031488,43.1462623975452,restaurant,La Casa,mexican,Alexander Street,93,14607,,https://www.rochesterlacasa.com/,Rochester,,NY,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9331798,40.8504440975452,restaurant,La Casa Del Mofongo,dominican,Saint Nicholas Avenue,1447,,(212) 740-1200,,,Mo-Su 06:00-23:00,,yes,yes,,yes,,,,,,yes,,,,,,,,yes,,,,,,,,,,,
-73.924556,40.7614370975452,restaurant,La Catrinas,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9776009,40.6870356975452,restaurant,La Caye,haitian,Lafayette Avenue,35,11217,+1-718-858-4160,https://www.lacayebk.com/,,"Tu-We 16:30-23:00; Th-Sa 16:30-01:00; Su 16:30-23:00",,,,,,bottled,yes,,,wine,,,,,,,,,,yes,,,,,,,,,,
-73.9225432,40.7529870975452,restaurant,La Choza del Gordo,colombian,Northern Boulevard,41-05,11101,+1-718-707-0370,,Long Island City,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9993387,40.6834712975452,restaurant,La Cigone,french,,,,,,,"Mo-Th 16:00-22:00; Fr 16:00-23:00; Sa 10:00-23:00; Su 10:00-20:00",,,,,,draught,yes,,,yes,,yes,,,,,,,,yes,,,,,,,,,,
-73.9065211,40.7130456975452,restaurant,La Cocina De Mama,"dominican; chicken; salad; seafood; steak",Metropolitan Avenue,56-13,,+1-718-417-4000,http://orderlacocinademama.com/,,Mo-Su 10:00-22:00,,yes,Mo-Su 10:00-21:30,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
-73.853413,40.7109830975452,restaurant,La Coya Restaurante,peruvian,Metropolitan Avenue,98-35,11375,+1-718-793-8788,http://www.lacoyany.com,Forest Hills,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9854464,40.6935668975452,restaurant,La Defense,bistro,Metrotech Center,2,11201,,,Brooklyn,"Mo-Fr 08:00-22:00, Sa-Su 09:00-22:00",NY,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9976527,40.7213931975452,restaurant,La Esquina,mexican,Kenmare Street,114,10012,,,,"Mo-Th 12:00-00:00; Fr 12:00-01:00; Sa 11:00-01:00; Su 11:00-00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8676219,40.7422221975452,restaurant,La Esquina Criolla Restaurante,"argentinian;criole",Corona Avenue,94-67,11373,+1-718-699-5579,http://laesquinacriollarestaurant.com,Elmhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8694077,40.7573847975452,restaurant,La Esquina Del Sabor,,Northern Boulevard,99-01,,+1-718-404-7351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.4903576,40.7715176975452,restaurant,La Famiglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8469151,42.7286576975452,restaurant,La Famiglia Pizza,"pizza;italian",Central Avenue,1770,12205,,,Colonie,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0040979,40.6549073975452,restaurant,La Familia,latin_american,4th Avenue,938,11232,+1 718 832 7568,,,,,yes,yes,,,bottled,yes,,,yes,,yes,,,,,,,,yes,,,,,,,,,,
-73.6571514,41.4703326975452,restaurant,La Familia Bar & Grille,Grille,State Highway 311,110,10512,,,"Carmel, NY","3p-10:30p M; 11a-10:30p Tu-Th; 11a-11p F & Sa, 12p-9p Su",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.993705,40.7275742975452,restaurant,Lafayette,french,Lafayette,380,,+1-212-533-3000,http://lafayetteny.com/,,Mo-Su 08:00-22:00,,yes,yes,,yes,,yes,,,yes,,,,recommended,yes,,,info@lafayetteny.com,,,,,Mo-Fr 16:00-18:30,,,,,yes,,
-78.8730965,42.8849663975452,restaurant,Lafayette Brewing Company,american,Washington Street,391,14203,+1 716 856 0062,http://lafbrewco.com/,Buffalo,Su-Th 11:00-21:00 Fr-Sa 11:00-23:00,NY,no,no,no,,,,,no,,,,,,,,,,,,,,,,,,,,,
-74.0043293,40.6541138975452,restaurant,La Fe Restaurant,latin_american,4th Avenue,941,11232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7808537,42.8664891975452,restaurant,La Fiesta,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9875854,40.7163717975452,restaurant,La Flaca,mexican,Grand Street,384,10002,+1-212-692-9259,laflacanyc.com,New York,Mo-Su 11:00-04:00,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6661826,40.6492818975452,restaurant,La Flor De La Canela,peruvian,Atlantic Avenue,272,11518,(516) 341-7107,,East Rockaway,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9055896,40.7003999975452,restaurant,La Flor Del Paraiso,dominican,Cornelia Street,1715,11385,+1-718-381-2970,https://laflordelparaisony.com/,Ridgewood,Mo-Su 11:00-23:00,NY,yes,yes,,no,,,,,,yes,,,,,,,,yes,,,,,,,,,,,
-73.9123029,40.6996383975452,restaurant,La Fogata,mexican,Gates Avenue,1549,,+1-347-789-4989,,,Mo-Su 13:00-04:00,,yes,,,no,,,,,,,,,,,yes,,,yes,,,,,,,,,,,
-73.9931018,40.6614562975452,restaurant,La Fonda Botanera,mexican,,,,,,,,,,,,no,bottled,,,,,,,,,,,,,,,,,,wlan,,,,,,
-73.9773865,40.7532708975452,restaurant,LA Fonda Del Sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8842207,40.7450184975452,restaurant,La Fusta Restaurante,argentinian,Baxter Avenue,80-32,11373,+1-718-429-8222,https://www.lafustarestaurant.com/,Elmhurst,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9256567,40.7619505975452,restaurant,La Gata Golosa,Colombian,31st Street,32-04,11106,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
-78.8739333,42.8753023975452,restaurant,Lagerhaus95,,Perry Street,95,14204,,,Buffalo,,NY,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,
-73.6253852,40.8715030975452,restaurant,La Ginestra,,Forest Avenue,56,11542,,,,,,,,,,,,,,,,,,,,,La Ginestra,,,,,,,,,,,,,
-73.8529357,40.6934981975452,restaurant,La Gitana #3,,Jamaica Avenue,92-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.944376,40.7468688975452,restaurant,L.A. Gourmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.8813618,40.7499341975452,restaurant,La Gran Uruguaya,Uruguayan,37th Avenue,85-02,,+1-718-505-0400,https://www.lagranuruguayanyc.com,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
-73.915897,40.7020502975452,restaurant,La Gualacena,ecuatorian,Wyckoff Avenue,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.8398696,42.9913416975452,restaurant,La Hacienda Brighton,pizza,Brighton Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9239503,40.7434514975452,restaurant,La Hacienda De Dan Julio,colombian,Queens Boulevard,40-12,,+1-718-392-9903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.7835511,40.9078051975452,restaurant,La Herruda,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9825045,40.7428527975452,restaurant,Lahori Kabab,indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.5442687,42.8265102975452,restaurant,La Iguana,mexican,Broad Street,10,13346,+1 315 824-0022,http://www.laiguanarestaurant.com/,Hamilton,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,
-73.9453843,40.7902892975452,restaurant,La Isla Restaurant,latin_american,3rd Avenue,1883,10029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.5042362,42.5349233975452,restaurant,Lake Breeze Ice Cream,ice_cream,East Shore Drive,2035,14882,,,Lansing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.5041584,42.5348126975452,restaurant,Lake Breeze Pizzeria,pizza,East Shore Drive,2035,14882,,,Lansing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.6937187,43.1709563975452,restaurant,Lake Effect Ice Cream,ice_cream,Richmond Avenue Canal Street,,14094,,,Lockport,,NY,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9813408,44.2829950975452,restaurant,Lake Placid Pub & Brewery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.0858988,40.8320514975452,restaurant,Lake Rock Diner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.1969955,43.0956769975452,restaurant,Lakeview Diner,,,,,,,,06:00-14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0752862,40.6257173975452,restaurant,Lakruwana,sri_lankan,Bay Street,668,10304,+1 347 857-6619,http://www.lakruwana.com/,Staten Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0001082,40.7306735975452,restaurant,La Lanterna di Vittorio,italian,Macdougal St,129,,2125295945,https://lalanternacaffe.com/,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9450216,40.8334187975452,restaurant,La Libertad,Salvadorian_Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9998239,40.7161851975452,restaurant,Lalito,latin_american,,,,+1-646-998-3408,https://lalitonyc.com,,Mo-Su 11:00-23:00+,,,,,no,draught,,,,yes,,yes,yes,,yes,,,,,yes,,,Mo-Fr 17:00-19:00,,yes,,,,,
-73.9813418,40.7439118975452,restaurant,Lallisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0042136,40.7307988975452,restaurant,La Loteria,mexican,7th Avenue South,29,10014,,,New York,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.6161016,43.1610080975452,restaurant,La Luna,italian,Browns Race,60,14614,+1-585-232-5862,https://www.lalunahighfalls.com/,Rochester,,NY,,no,yes,yes,,,,no,,,,,,,,,,,,,,,,,"Bright space in a historic building serving an Authentic Italian menu, with a terrace with waterfall views.  Also features large event spaces.  ",,,,
-73.9312835,41.6593098975452,restaurant,La Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0061418,40.7446724975452,restaurant,La Luncheonette,french,10th Avenue,130,10011,+1 212 675-0342,,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9351969,40.6972527975452,restaurant,La Lupe Cantina,mexican,Jefferson Street,9,,+1-347-715-2455,https://lalupebk.com/,,"Mo 16:00-22:00; Tu, We, Su 12:00-22:00; Th-Sa 12:00-23:00",,yes,yes,yes,yes,yes,,,,yes,yes,yes,yes,,,yes,,,,,,,Mo-Fr 15:00-19:00,,,,,,yes,
-73.9319524,40.8688176975452,restaurant,La Marina,,Dyckman Street,348,,,,,,,,,,,,,,,,,,,,,,La Marina,,,,,,,,,,,,,
-73.8559807,40.8480217975452,restaurant,La Masa Restaurant,Columbian,Morris Park Avenue,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.9972674,40.7200616975452,restaurant,La Mela Italiano,,,,,,,,,,,,,,,,,,,,,,,,,La Mela Italiano,,,,,,,,,,,,,
