name,longitude,latitude,price,streetAddress,postcode,house_type
"FLEXIBLE LEASE TERMS ________$20 FOR HEAT, WATER, GAS & TRASH REMOVAL",-73.5435,41.0888,"$1,830 ",,6905,Apartment
1bd apt. all included rent stabilization,-73.958861,40.76812,"$1,650 ",71st st,10021,Apartment
Price Reduced! Huge & Sunny 1 Br In A Well Maintained Brownstone!,-73.941126,40.7993,"$1,900 ",east 117 street,10029,Apartment
Scarsdale Fairway / Edgemont School District,-73.8074,41.0197,"$3,000 ",,10530,Apartment
2 BEDROOM APARTMENT WITH NEW KITCHEN & BATHROOM,-73.7058,40.7236,"$2,100 ",,11002,Apartment
"NeW LARGE ONE BED.. S,C,2,3,4,5,B,Q TRAIN.. RENOVATD.. GROUND FLOOR..",-73.958459,40.675403,"$1,675 ",Prospect pl,11238,Apartment
"NeW SMALL COZY TWO BED.. S,C,2,3,4,5,B,Q TRAIN.. RENOVATD.. ELEVATR..",-73.958459,40.675403,"$1,725 ",Prospect pl,11238,Apartment
"NO FEE! Gut Renovated 3Br/1 Bath In Hamilton Heights,W/D in unit,",-73.9383,40.8265,"$2,400 ",,10039,Apartment
LAST MONTH FREE RENT*CLOSE TO RR/SHOPS*W/D IN UNIT*BUILDING*CATS OK***,-73.859172,41.076466,"$1,995 ",John street,10591,Apartment
3 Bedroom Fully Renovated Apartment!,-73.8997,40.7239,"$2,250 ",60-91,11378,Apartment
"SPACIOUS, 3BR 2bt CLINTON HILL w/ Washer / Dryer In Unit",-73.959568,40.686683,"$3,450 ",lexington Ave,11205,Apartment
Beautiful 2 Bedrooms with W/D and Huge Private Terrace,-73.9367,40.67,"$2,150 ",1111 Saint Johns Place,11213,Apartment
Stunning Huge Duplex - Private Backyard - G Train,-73.952562,40.736822,"$2,790 ",Clay Street,11109,Apartment
"No Fee! Huge 2 Bedroom,Williamsburg S 8th & Roebling St",-73.9563,40.7095,"$2,100 ",,11211,Apartment
Nicely renovated 2 Bedroom apartment with W/D in PLG,-73.957132,40.662824,"$2,100 ",1767 Bedford Ave,11225,Apartment
☕️☀️Spacious🍞3 bed🥑1 bath🍳2nd floor🌈2 family🌗🍸,-73.89485,40.69859,"$2,250 ",60th Lane,11385,Apartment
Stunning 3 bd - Myrtle Broadway - Hot spot! NO FEES A/C,-73.934762,40.6987,"$2,375 ",Bushwick Ave,11206,Apartment
NO SEC DEPOSIT! Apartment next to Astoria Park & Water 718-726-0003,-73.915629,40.783401,"$2,095 ",21st Avenue,11105,Apartment
Stunning 2 bd - Awesome price - Trendy bldg -JMZ / G TRAINS - NO FEE,-73.946959,40.698641,"$1,999 ",Ellery Street,11206,Apartment
Extremely Huge 3 Bdrm Loft with lots of features  *Pictures*,-73.952058,40.699559,"$3,500 ",567 Flushing Ave,11206,Apartment
NO SEC DEPOSIT! Apartment in a Building next to Park 718-373-7700,-74.00283,40.600204,"$1,995 ",Cropsey Ave,11214,Apartment
Newly Renovated Bright and Sunny 2 Bedroom Apt Pictures,-73.953303,40.699072,"$1,800 ",34 Nostrand Ave,11206,Apartment
"HUGE 1 BEDROOM LOFT,  EXPOSED BRICK HIGH CEILINGS *Pictures*",-73.952058,40.699559,"$2,400 ",567 Flushing Ave,11206,Apartment
NO SEC DEPOSIT! Apartments next to Astoria Park & Water 718-726-0003,-73.916745,40.784132,"$1,795 ",21st Avenue,11105,Apartment
"$1,7oo 1Bed 1Bath ~ 1st Floor",-73.939299,40.765187,$1 ,,11106,Apartment
2 Bedroom Apartment 33 Bond St. Penthouse!,-73.983618,40.688718,"$4,590 ",33 Bond Street Apt. PH03,11245,Apartment
Large 5 br 2nd Fl apt. in Jersey City-mins to NYC.,-74.0754,40.718,"$2,300 ",Clinton Ave & JFK,7304,Apartment
"$1800,renovated 3 br walk to JSQ Path-mins to NYC",-74.066,40.7321,"$1,800 ",Wales Ave & Broadway,7308,Apartment
NO FEE  Kensington  3 Bed/2 Bath with Balcony DSJ 718 266-3700,-73.973364,40.640943,"$3,099 ",Ocean Parkway,11218,Apartment
All the perks of modern living! Washer/dryer included. Tour today!,-73.902845,40.936044,"$1,849 ",20 Water Grant St,10702,Apartment
No Fee Huge Renovated JR 1 Bed 1 Bath Sunnyside* Queens Near 7 Train,-73.92048,40.742233,"$1,895.00 ",45-35 44TH ST.,11104,Apartment
NO FEE Fort Greene Studio Apartment,-73.973511,40.686594,"$1,850 ",99 S Oxford Street,11217,Apartment
"Marine Park, 1 Bed ...  DSJ Realty 718 266-3700",-73.942366,40.604113,"$1,799 ",3323 Nostrand Avenue,11229,Apartment
VERY CHARMING PREWAR SPACE WITH PATIO * GREAT AREA,-73.947709,40.716347,"$1,850 ",Jackson,11211,Apartment
2Br/2Ba*NO FEE*Renovated*SS App*Balcony*Laundry*Central Air*Storage,-73.867762,40.829687,"$2,400 ",Commonwealth Ave,10472,Apartment
2Br/2Ba*Renovated*SS App*Balcony*Laundry*Central Air*Storage,-73.867762,40.829687,"$2,195 ",Commonwealth Ave,10472,Apartment
Newly Renovated Stuido in Hell's Kitchen NO FEE,-73.9918,40.7597,"$1,900 ",,10036,Apartment
2br*No fee*Renovated*Furnished/Unfurnished*Private Deck*Dishwasher* WD,-73.946769,40.831471,"$3,950 ",W 153rd St,10032,Apartment
NO SEC DEPOSIT! Apartment in a Building next to Park 718-373-7700,-74.000738,40.598766,"$1,795 ",Cropsey Ave,11214,Apartment
1Br*NO FEE*Hardwood Flr*Spacious*Plenty of closet space*Heat&Hot water,-73.938792,40.80828,"$2,195 ",East 129th St,10037,Apartment
1 Br*Hardwood Floors*Spacious*Plenty of closet space*Heat&Hot water,-73.938792,40.80828,"$1,995 ",East 129th St,10037,Apartment
3Br*NO FEE*Laundry Service*Ss App*Hardwood*No 1st Month Required,-73.957782,40.803728,"$2,458 ",W 114th St,10026,Apartment
Sunnyside 1 bedroom,-73.923259,40.739326,"$1,850 ",4823 42nd street,11104,Apartment
1BD/1BT*Hardwood Floors*Heat&HW*Dishwasher*NO FEE**,-73.814665,40.956061,"$1,625 ",fisher ave,10709,Apartment
NO FEE-XTRA LARGE QUEEN SIZE BED-BRAND NEW-NEARBY EXPRESS 4 & D TRAINS,-73.8895,40.8633,"$1,910 ",,10458,Apartment
3 Bedroom Apartment for Rent in Brooklyn,-95.78558,37.13284,"$2,300 ",,67340,Apartment
3Br/2Ba*Hardwood Flrs*Dining Room*Laundry*Parking*Proch,-73.780098,41.139381,"$2,650 ",Bedford Rd,10570,Apartment
** Massive apartment ** Near Subway M & R ** Dishwasher ***,-73.91748,40.759857,"$2,700.00 ",31-48 41st street,11103,Apartment
2Br/1Ba*No Fee*Hardwood Floor*Spacious*Heat and Hot Water included*,-73.939494,40.810209,"$2,195 ",fifth Ave,10037,Apartment
3Br*NO FEE*2 Month Free*Laundry*SS Appliances*Hardwood Flrs*,-73.932761,40.856503,"$2,167 ",Broadway,10040,Apartment
4Br*NO FEE*2 Month Free*Laundry*SS Appliances*Hardwood Flrs*,-73.932761,40.856503,"$2,491 ",Broadway,10040,Apartment
2Br*Bronxville Schools*Laundry*Hardwood*Storage*Near Metro,-73.835897,40.939236,"$2,500 ",Parkway Rd,10708,Apartment
Mosholu *Large 1BR Apt - Elevator / No Fee,-73.885897,40.876018,"$1,495 ",206th Street,10467,Apartment
Jackson Heights - HUGE 1BR Apt - Elevator / NO Fee,-73.892473,40.752948,"$1,850 ",74th Street,11372,Apartment
Nicest Elevator Building in Inwood / Seaman Ave! No Fee!,-73.918564,40.871479,"$1,850 ",Seaman Avenue,10034,Apartment
Wash Heights - Large 1BR - No Fee - ELEVATOR!!! Laundry! New Bathroom!,-73.929644,40.854908,"$1,595 ",190th Street,10040,Apartment
Large 2BR - Washington Heights - Modern Kitchen / NO Fee,-73.929644,40.854908,"$1,895 ",190th Street,10040,Apartment
DELUXE -MODERN-OPEN LAYOUT +LAUNDRY BROADWAY-38ST,-73.919792,40.759448,"$1,900 ",BROADWAY,11103,Apartment
Hudson Heights *HUGE 1BR***  No Fee / Elevator,-73.933312,40.855335,"$1,850 ",189th Street,10040,Apartment
1BR  $1600 BALCONY ELEVATOR LAUNDRY by 30th Avenue-33st,-73.919942,40.766095,"$1,600 ",30TH AVENUE,11102,Apartment
"YES! 2BR_$1,98O _LARGE + SUNLIGHT CORNER @ 3Oth AVENUE-33ST",-73.919266,40.767012,"$1,975 ",30TH AVENUE,11102,Apartment
C-PICTURES _2BR-KING SIZE at HEART OF BROADWAY-36ST,-73.921337,40.760358,"$2,100 ",BROADWAY,11103,Apartment
Beautiful 2 Bedroom Apartment in Bushwick,-73.915136,40.697771,"$2,240 ",Linden Street,11237,Apartment
INCREDIBLE Greenpoint 3 Bedroom With a Backyard!! Avail 10/1,-73.942022,40.726901,"$3,199 ",kingsland,11222,Apartment
2BR= $1875 _SUNLIGHT_ STREET VIEWS @ BROADWAY-33ST,-73.923826,40.76135,"$1,875 ",BROADWAY,11106,Apartment
MODERN SUNNY 1 BEDROOM APT W/HOME OFFICE..STEPS TO EVERYTHING,-73.946199,40.724627,"$2,500 ",Diamond Street,11222,Apartment
No Broker Fee Studio in Amazing Location with Dishwasher Through Owner,-73.9996,40.7402,"$1,470 ",,10113,Apartment
No Fee - Park Slope Apt - 1.5bedrooms $2595/month,-73.984015,40.671899,"$2,595 ",5th avenue,11215,Apartment
Spacious 3 bedrooms + 1.5 Baths! District 26* Prime Area! No pets,-73.7319,40.7488,"$2,300 ",243rd st,11362,Apartment
"Bushwick Furnished 3 Bedroom with W/D, Large Living Room",-73.913307,40.693641,"$2,800 ",Putnam,11237,Apartment
"River-views, lovely Riverside apt, Suburb-living in City",-73.950605,40.828372,"$2,950 ",700 Riverside Drive,10031,Apartment
Beautiful 3 bedroom apartment in 2 family home,-73.2163,41.1668,"$1,750 ",593 Ellsworth Street,6605,Apartment
**EXPANSIVE-TOWNHOUSE***5 BR 2 BA* *24HR DM / R-F DECK/GYM**MOVIE ROOM,-73.97321,40.795252,"$5,000 ",West 96th Street,10024,Apartment
**BARGAIN***TRUE 1 BED**1 BA**24HR DM**ELVTR**LAUNDRY*GYM**R-F DECK**S,-74.00222,40.755884,"$2,195 ",West 34th Street,10018,Apartment
PERFECT 1 BEDROOM + HOME OFFICE..STEPS TO G  PARK 10 MIN TO L,-73.948582,40.723213,"$2,250 ",Eckford Street,11222,Apartment
**LUXURY**UES***3 BR 2 BA**24HR DM**ELVTR**SUNDECK**FREE GYM**POOL**ST,-73.947584,40.783571,"$2,850 ",E 95th St,10128,Apartment
**LIVE LIKE THE WOLF OF WALL STREET***STUDIO 1 BA**24HR DM**ELVTR**LAU,-74.010676,40.707116,"$1,800 ",Wall Street,10005,Apartment
***BRAND NEW**MEGA JR 1 BR/ALC STU**1 BA**24DM**GYM**RF-DECK***W/D*GAM,-73.997821,40.7615,"$2,100 ",West 43rd Street,10036,Apartment
***LUXURY**2 BR 1 BA**24HR DM**ELVTR**LAUNDRY**RF-DECK**GYM***NO FEE+3,-73.987576,40.765364,"$2,500 ",West 53rd Street,10101,Apartment
"**LARGE 2 BEDROOM***24HR DM***GYM / LOUNGE / CINEMA / ROOFDECK ** 2,3",-73.97321,40.795252,"$2,600 ",West 96th Street,10024,Apartment
"Lovely apartment w. large private garden, suburb-living in City",-73.948288,40.775082,"$4,600 ",,10028,Apartment
Gut renovated 2 Bedroom apartment in PLG,-73.957132,40.662824,"$2,050 ",1767 Bedford Avenue,11225,Apartment
PERFECT 1 BEDROOM + BACKYARD! STEPS TO EVERYTHING /G TRAIN,-73.945639,40.726106,"$1,800 ",Humboldt st,11222,Apartment
"NO FEE, SMALL 3 BEDROOM, EXPRESS #6 SUBWAY",-73.856106,40.833895,"$1,850 ",OLMSTEAD AVE,10472,Apartment
Stunning Stylish 2 Bed Flex 3 East Williamsburg,-73.938073,40.705516,"$2,850 ",248 Mckibbin,11206,Apartment
Large 2br + extra office+big living room,-73.925518,40.703873,"$2,200 ",287 Troutman,11247,Apartment
"Responsible, respectful, quiet SWM seeks apartment or room share",-73.7781,41.0247,"$1,300 ",,10606,Apartment
"Super sunny w/ rooms on opposite sides in Clinton Hill, heat/hw too",-73.958841,40.683018,"$2,295 ",68 Putnam,11238,Apartment
***NO FEE! NEWLY RENOVATED IN GREAT LOCATION***,-73.9069,40.745,"$1,700 ",60 St,11377,Apartment
Gorgeous 3 bed 1 bath duplex with private roofdeck in  Clinton Hill,-73.954753,40.683489,"$2,975 ",179 Putnam Avenue,11216,Apartment
Chelsea studio 8th ave 25th st $1500,-73.9892,40.7313,"$1,500 ",,10276,Apartment
Off-Market Live/ Work Bowery Loft Oasis___Prime Location - A Steal!,-74.0025,40.7185,"$3,695 ",Bowery,10278,Apartment
Rare Off-Market Live/ Work Bowery 2 Bed Loft Oasis___This Is A Steal!,-74.0025,40.7185,"$3,495 ",Bowery,10278,Apartment
Awesome Lofty Bright EV Junior 1 Bed___Amazing Location - A Steal!!!,-73.983958,40.725473,"$2,100 ",East 6th St.,10009,Apartment
***Bright Gutted Lofty Floor Thru LES 2 Bed Digs***This Is A Steal!!!,-73.990201,40.714052,"$1,995 ",East Broadway,10090,Apartment
NEW LaRGE LOFTY STUDIO .. ELEVATOR..NEAR PRATT..G TRAIN..RENOVATED,-73.958759,40.691916,"$1,600 ",Kent Ave,11205,Apartment
NEW LOFTY SUNNY ONE BED .. ELEVATOR..NEAR PRATT..G TRAIN..RENOVATED,-73.960519,40.691492,"$1,750 ",Classon Ave,11205,Apartment
Sun Lit Newly Minted EV Floor Thru 1 Bed_Prime Location - Great Find!,-73.984875,40.728194,"$1,795 ",First Avenue,10003,Apartment
***Bargain Rustic Bright LITI 2 Bed Oasis***Prime Location - A Steal!,-73.997931,40.718158,"$1,795 ",Mulberry St.,10278,Apartment
Rent Stabilized Mint Chinatown True 1 Bed_Amazing Location - A Steal!,-73.995699,40.718777,"$1,595 ",Elizabeth St.,10278,Apartment
Gutted Sun Lit CTOWN 2 Bed Stunner___Amazing Location - A Steal!,-73.9973,40.713468,"$2,195 ",Catherine St.,10090,Apartment
Sun Washed Two Bridges 1 Bed Oasis___Prime Location - A Steal!,-73.992623,40.713168,"$1,650 ",Henry St.,10090,Apartment
Charming Floor Thru East Vill 1 Bed Oasis__Awesome Location - A Steal!,-73.982228,40.727846,"$2,295 ",East 10th St.,10009,Apartment
Mint Bright LES True 1 Bed Oasis___Amazing Location - Roof Deck!,-73.994898,40.715838,"$1,895 ",Canal St.,10090,Apartment
Bright Nolita True Corner 2 Bed Oasis_Prime Location!!!,-73.996836,40.720505,"$2,795 ",Broome St.,10012,Apartment
***Sprawling Lofty LES True 2 Bed***Amazing Location - Solid Deal!!!,-73.991133,40.714669,"$2,795 ",Ludlow St.,10090,Apartment
Rent Stabilized Spacious Nolita Studio Oasis_Prime Location - A Steal!,-73.996836,40.720505,"$1,895 ",Broome St.,10012,Apartment
No Fee! Beautiful 3 Bed 1.5 Bath in PRIME Crown Heights,-73.947612,40.672272,"$2,850 ",new york ave,11213,Apartment
Sun Washed Spacious LES 2 Bed___Amazing Location - This Is A Steal!!!,-73.99189,40.714899,"$2,195 ",Orchard St.,10090,Apartment
Bright Airy CTOWN True 2 Bed Oasis___Vibrant Location - A Find!,-73.997108,40.71787,"$1,650 ",Mott St.,10278,Apartment
Rent Stabilized Nolita True 2 Bed Oasis___Vibrant Location - A Find!,-73.99603,40.720181,"$1,895 ",Broome St.,10012,Apartment
Rent Stabilized Bright Chinatown True 2 Bed Oasis___Amazing Location!,-73.995699,40.718777,"$1,995 ",Elizabeth St.,10278,Apartment
Over-Sized Sun Lit LES True 2 Bed + Balcony___Fully Loaded BLDG!!!,-73.979962,40.713973,"$2,995 ",Grand St.,10158,Apartment
Guarantee Best Price Manhattan STUDIO APT You Will Not Find Cheaper,-73.951853,40.82451,"$1,375 ",West 142 Street,10031,Apartment
"AMAZING 2bd renovated unit, walking distance to train SUMMIT NJ!",-74.3642,40.7149,"$2,175 ",2A Risk Ave,7999,Apartment
"NO FEE! GORGEOUS 1Bed/1Bath in a Beautiful PRE-WAR, Doorman Building",-73.962493,40.671889,"$2,735 ",Eastern Parkway,11238,Apartment
"Luxury 2 bedroom apartment in SUMMIT, NJ!",-74.3642,40.7149,"$1,975 ",,7999,Apartment
Bright Lofty Nolita Corner 2 Bed_Amazing Location - Great Find!,-73.994969,40.720627,"$2,195 ",Kenmare St.,10012,Apartment
Sun Lit Nolita True 2 Bed_Amazing Location - Great Find!,-73.994969,40.720627,"$2,195 ",Kenmare St.,10012,Apartment
***Mint Lofty Nolita Junior 1 Bed Stunner***Unbeatable Location!,-73.997399,40.721449,"$1,850 ",Cleveland Place,10012,Apartment
Mint Rent Stabilized LES True 1 Bed Oasis__Awesome Location - A Steal!,-73.983642,40.719978,"$1,695 ",Attorney St.,10002,Apartment
Over-Sized Lofty EV 1 Bed + Home Office___Loaded Elev Bldg!,-73.978231,40.720674,"$2,395 ",East 3rd St.,10158,Apartment
Gorgeous Sun Lit Chinatown True 2 Bed Stunner_Lndry Bldg - Rare Find!,-73.999321,40.715918,"$2,495 ",Mulberry St.,10278,Apartment
Bargain Sun Kissed Chinatown 3 Bed Stunner_Lndry Bldg - Rare Find!,-73.999321,40.715918,"$2,795 ",Mulberry St.,10278,Apartment
TRIBECA*** LUX***4BD***2BA***24/DM***GYM***POOL***LAUNDRY IN UNIT***ST,-74.01171,40.713656,"$5,395 ",Greenwich St,10008,Apartment
Bargain Sun Lit LES Studio Oasis_Prime Location - A Steal!,-73.990281,40.719181,"$1,650 ",Allen St.,10002,Apartment
Charming Sun Swept EV 2 Bed Oasis___Amazing Location - Rare Find!,-73.985753,40.726988,"$2,795 ",East 7th St.,10003,Apartment
NO FEE! Large 2.5 bed 1.5 bath + W/D in Prime Crown Heights!,-73.951566,40.673476,"$2,995 ",Park place,11216,Apartment
Penthouse LES True 1 Bed Corner Stunner___Roof Top - Amazing Location!,-73.992495,40.713867,"$2,195 ",East Broadway,10090,Apartment
"4bed, renovated, 2 bath , roof deck. Washer/dryer in apartment",-73.9371,40.8011,"$3,690 ",Park Ave,10035,Apartment
3 BEDrooms w SKYLIGHTS - Today Thu SEP 24- Call Owner!,-73.9211,40.6784,"$2,350 ",Sackman,11233,Apartment
