house_name,LNG,LAT,price,streetAddress,postcode,house_type,ZCTA,nearest_3theaters_index,most_common_cuisine,num_rests_within_500m,nearest_5rests_index,distance_from_subway,nearest_subway
⭐Walk In Studio $1300<~~~~~~~~~~~~~~~~~~~~~~~~~READY NOW⭐⭐⭐,-73.8195,40.728,"$1,300",Union tpke,11367,Apartment,11367,"[6, 74, 62]",pizza,4,"[138, 852, 866, 29, 377]",595.272022045066,Briarwood
"NO FEE Gorgeous 2 Bed Bushwick Abode, Steps to Train!",-73.918329,40.688528,"$2,150",1111 Putnam Avenue,11221,Apartment,11221,"[74, 6, 112]",chinese,31,"[671, 1138, 578, 873, 131]",207.73763661347553,Halsey St
NO FEE! Large 1 Bedroom in Well-Maintained Bldg Steps to Prospect Park,-73.961699,40.653739,"$1,895",369 Ocean Ave,11226,Apartment,11226,"[24, 60, 112]",pizza,4,"[444, 1074, 1274, 1249, 883]",52.82789362883345,Parkside Av
"Stunning 3Bed/2Bath, Massive Private Deck, Steps to Union St. R Train!",-73.983285,40.677058,"$4,000",228 Fourth Avenue,11217,Apartment,11215,"[58, 60, 24]",diner,56,"[763, 614, 236, 194, 498]",21.007488795262333,Union St
"*REAL DEAL SPACIOUS ""STUDIO"" / ELEVATOR LAUNDRY / EAST 73 ST. & 1 AV.",-73.956998,40.769117,"$1,600",336 EAST 73 STREET #1F,10021,Apartment,10075,"[74, 113, 62]",diner,18,"[174, 28, 1413, 465, 214]",158.86477155834933,72 St
"Sunny 1 Bed Gem, Only 2 Blocks to R Train, MUST SEE!",-73.985429,40.678344,"$2,000",252 3rd Avenue,11217,Apartment,11215,"[58, 91, 60]",italian,45,"[1409, 1050, 1149, 87, 320]",259.78250105361485,Union St
⭐***1CUARTO APARTAMENTO ***⭐,-73.8438,40.6588,"$1,500",78st,11414,Apartment,11414,"[6, 74, 62]",,0,"[480, 932, 724, 847, 204]",669.24253699786,Rockaway Blvd
Great Studio in Doorman building,-73.95706,40.747837,$2200.00,,11109,Apartment,11109,"[74, 112, 1]",burger,6,"[1201, 1033, 255, 116, 824]",418.68643036561934,Vernon Blvd-Jackson Av
No Fee & 2 Months Free* Renovated 2 Bed <3 of Astoria *Near N & W Trai,-73.92571,40.7692,$2158.00,23-15 30TH AVE.,11102,Apartment,11102,"[6, 74, 62]",italian,9,"[862, 532, 691, 750, 121]",228.32463095186762,Broadway
NO FEE - MUST SEE! High End 3BR Apt - Balcony/Rooftop,-73.943745,40.682508,"$4,085",Tompkins Ave,11216,Apartment,11216,"[74, 112, 1]",american,2,"[1014, 440, 1306, 609, 857]",330.7337997595562,Kingston-Throop Avs
⭐⭐⭐ HUGE 2BR <~~~~~~~~~~~~~ w/ OUTDOOR SPACE ⭐⭐⭐,-73.918,40.7006,"$2,300",Weirfield st.,11237,Apartment,11237,"[74, 6, 62]",mexican,43,"[806, 607, 979, 700, 25]",109.61551288903297,DeKalb Av
No Fee* Renovated JR 1 Bed 1 Bath Near N & W Train in Astoria,-73.92544,40.76566,$1775.00,25-21 31ST AVE.,11102,Apartment,11102,"[6, 74, 62]",italian,11,"[691, 862, 532, 750, 121]",118.46930887098071,Broadway
W. 45TH AND 9TH AVE+SUN-FILLED STUDIO HOME W/ SEP. KITCHEN+ELEVATOR+LA,-73.99155,40.760357,$1737.08,400 W 45 ST.,10036,Apartment,10036,"[100, 109, 2]",american,39,"[462, 611, 1101, 1063, 89]",222.42689728126305,42 St-Port Authority Bus Terminal
NO FEE - MUST SEE! High End 3BR Apt - Balcony/Rooftop/Terrace,-73.943745,40.682508,"$4,050",Tompkins Ave,11216,Apartment,11216,"[74, 112, 1]",american,2,"[1014, 440, 1306, 609, 857]",330.7337997595562,Kingston-Throop Avs
Amazing 1 bedroom in luxury doorman building,-73.95641,40.748096,$2825.00,,11109,Apartment,11109,"[74, 112, 1]",burger,6,"[1201, 255, 1033, 116, 824]",356.67373430717157,Vernon Blvd-Jackson Av
Wonderful apt with yard,-73.912701,40.703835,"$2,250",Bleecker,11237,Apartment,11237,"[74, 6, 62]",mexican,81,"[990, 1060, 1324, 882, 815]",140.20392873455728,Myrtle-Wyckoff Avs
No Fee & 1 Month Free* Renovated 1 Bed Apt in Astoria Near N & W Train,-73.92594,40.7636,$1955.00,31-49 29TH ST.,11106,Apartment,11106,"[6, 74, 62]",italian,12,"[691, 862, 532, 750, 324]",72.87530085137013,Broadway
"No Fee_Sunny, Gorgeous 1.5BR! Great for Couple! South Park Slope",-73.997942,40.659624,"$2,200",26St btwn 4 & 5Ave,11232,Apartment,11232,"[61, 107, 55]",mexican,4,"[987, 959, 992, 182, 14]",28.91277578347763,25 St
"Ditmas Park, JUST LISTED  1 Bed DSJ Realty 718 810-2412",-73.966174,40.640431,"$2,075",Argyle Road,11226,Apartment,11218,"[24, 60, 58]",new_american,1,"[1334, 357, 444, 1074, 8]",217.2696430659911,Beverley Rd
"Gravesend, 1 Bed/1 Bath Move-In Call DSJ 718 266-3700",-73.9743,40.5979,"$1,779",,11223,Apartment,11223,"[58, 60, 24]",chinese,1,"[1248, 280, 1420, 922, 8]",119.05921366950795,Avenue U
FULLY RENOVATED 3BR APT. FOR RENT,-73.850105,40.903291,"$2,429",Cranford Avenue,10470,Apartment,10470,"[6, 74, 62]",,0,"[21, 536, 394, 184, 309]",57.4950773332626,Wakefield-241 St
"SPACIOUS SUN FILLED 2 BEDROOMS HEART OF PROSPECT HEIGHTS 2,3,Q,B,S",-73.962954,40.67359,"$2,800",St Johns Place,11238,Apartment,11238,"[112, 24, 60]",mexican,14,"[1249, 307, 1403, 495, 1078]",165.5025045833453,Eastern Pkwy-Brooklyn Museum
No Fee* Renovated Sunny 1 Bed 1 Bath Near N & W Train in Astoria,-73.92544,40.76566,$1814.00,25-21 31ST AVE.,11102,Apartment,11102,"[6, 74, 62]",italian,11,"[691, 862, 532, 750, 121]",118.46930887098071,Broadway
NO FEE - MUST SEE! High End 2 BR Apt w Terrace/Rooftop/Gym!,-73.943745,40.682508,"$3,850",Tompkins Ave,11216,Apartment,11216,"[74, 112, 1]",american,2,"[1014, 440, 1306, 609, 857]",330.7337997595562,Kingston-Throop Avs
3 Bed Apartment... Newly renovated... Massive... Bright,-73.8739,40.7613,"$2,598",,11369,Apartment,11369,"[6, 74, 62]",,0,"[419, 718, 401, 408, 66]",499.51494394605726,90 St-Elmhurst Av
No Fee & 1 Month Free* Renovated JR 1 Bedroom Near N & W Train in Asto,-73.92544,40.76566,$1660.00,25-21 31ST AVE.,11102,Apartment,11102,"[6, 74, 62]",italian,11,"[691, 862, 532, 750, 121]",118.46930887098071,Broadway
NO FEE*MUST SEE*High End 2BR APT w Rooftop/Gym!,-73.943745,40.682508,"$3,300",Tompkins Ave,11216,Apartment,11216,"[74, 112, 1]",american,2,"[1014, 440, 1306, 609, 857]",330.7337997595562,Kingston-Throop Avs
great flex 2 in LUXURY DOORMAN BUILDING,-73.98025,40.744453,$2384.00,151 East 31st Street,10016,Apartment,10016,"[34, 48, 13]",american,38,"[579, 1421, 879, 103, 758]",209.09683206858526,33 St
Huge 1 bedroom view of NYC skyline; bedroom $2500 yard &parking,-74.029,40.621,"$1,750",,11209,Apartment,11209,"[61, 35, 73]",middle_eastern,4,"[460, 474, 1003, 505, 187]",84.52821527709463,86 St
Crown Heights - Large 1 Bedroom - Elevator - Lots of Light - Queen BR,-73.936907,40.666426,"$1,750",Carroll,11213,Apartment,11213,"[74, 112, 6]",,0,"[1306, 1014, 440, 803, 741]",447.3962617882909,Crown Hts-Utica Av
"NO BROKER FEE ON TRIPLE MINT 3 BEDROOMS NEAR PROSPECT PARK 2,3,Q,B,S",-73.962954,40.67359,"$3,200",St Johns Place,11238,Apartment,11238,"[112, 24, 60]",mexican,14,"[1249, 307, 1403, 495, 1078]",165.5025045833453,Eastern Pkwy-Brooklyn Museum
"Sunny, cozy 2BR! Couple/Share! 2 People MAX; South Park Slope",-73.997942,40.659624,"$1,800",26St btwn 4 & 5Ave,11232,Apartment,11232,"[61, 107, 55]",mexican,4,"[987, 959, 992, 182, 14]",28.91277578347763,25 St
1 Bedroom in 3BR Avail in Sunny & Spacious Apt. for Flexible Move-in.,-73.964073,40.679379,"$1,200",dean street,11238,Apartment,11238,"[112, 24, 60]",mexican,15,"[495, 1403, 307, 696, 206]",229.52407046063647,Eastern Pkwy-Brooklyn Museum
Great Railroad Apartment w Semi Private Yard,-73.911949,40.704489,"$2,150",,11237,Apartment,11385,"[74, 6, 62]",mexican,84,"[990, 438, 540, 815, 644]",149.6036756992249,Myrtle-Wyckoff Avs
HUGE BEAUTIFUL 5 BEDROOM DUPLEX,-73.8736,40.6762,"$3,500",PENNSYLVANIA  AVE,11208,Apartment,11207,"[6, 74, 62]",,0,"[1109, 973, 520, 771, 544]",168.05876489747612,Euclid Av
"NoFee - Brand New Alcove Studio, Penthouse, Gym, views, 24 hr drman",-73.991686,40.680228,"$2,195",,11245,Apartment,11231,"[58, 91, 46]",italian,16,"[267, 657, 698, 120, 114]",203.27052638663028,Bergen St
"No Fee_Large, Charming 1BR in Brownstone! Couple/Share! Park Slope",-73.983709,40.662032,"$2,300",16St btwn 7 & 8Ave,11215,Apartment,11215,"[58, 91, 60]",italian,35,"[633, 233, 467, 122, 415]",400.23113449029006,7 Av
Big apartment... New Reno... 1 bed... Backyard...Great Location...,-73.7745,40.7627,"$1,998",,11361,Apartment,11361,"[6, 74, 62]",burger,1,"[625, 305, 1319, 1008, 832]",1868.292183076118,Jamaica-179 St
BEAUTIFUL STUDIO APARTMENT IN MIDTOWN EAST IN TUDOR CITY,-73.971713,40.750494,"$1,695",2nd avenue,10017,Apartment,10017,"[112, 1, 90]",diner,26,"[1327, 38, 151, 378, 69]",204.33319832106042,51 St
Gorgeous One Bedroom Available in CO-OP Building,-73.859424,40.903799,"$1,575",85 Bronx River Rd,10470,Apartment,10470,"[6, 74, 62]",,0,"[21, 1344, 678, 536, 184]",393.1424628474448,233 St
NO FEE*MUST SEE*High End  1BR APT Available w Rooftop & Balcony!,-73.943745,40.682508,"$3,180",Tompkins Ave,11216,Apartment,11216,"[74, 112, 1]",american,2,"[1014, 440, 1306, 609, 857]",330.7337997595562,Kingston-Throop Avs
1 bed room,-73.175426,41.188663,$750,Hallett street,6608,Apartment,10464,"[6, 74, 62]",,0,"[953, 994, 220, 863, 301]",67091.53735244261,Far Rockaway-Mott Av
"NO FEE - MUST SEE! High End 4BR Apt with Patio, Laundry!",-73.928347,40.703377,"$4,000",331 Melrose,11247,Apartment,11237,"[74, 6, 112]",mexican,40,"[212, 717, 23, 208, 70]",200.08554189299687,Central Av
"SPRAWLING 3 BEDROOM 2 BATH 1 BLOCK FROM BROOKLYN MUSEUM 2,3,4,5 TRAINS",-73.962954,40.67359,"$3,750",St Johns Place,11238,Apartment,11238,"[112, 24, 60]",mexican,14,"[1249, 307, 1403, 495, 1078]",165.5025045833453,Eastern Pkwy-Brooklyn Museum
No FEE - Gut Renovated 2 BR in Hamilton Height Steps to A/C & 1 Trains,-73.9507,40.8246,"$1,971",,10031,Apartment,10031,"[6, 74, 62]",japanese,3,"[493, 1092, 83, 53, 330]",70.89833562795405,145 St
Classic 1.5BR-Whole Floor! Great 4 Couple! Park Slope Prospect,-73.973959,40.680892,"$2,750",6Ave @ Bergen St,11217,Apartment,11217,"[24, 60, 75]",mexican,24,"[900, 703, 1296, 694, 372]",126.66578560791491,Bergen St
Union Square~Stunner Massive Renovated~Sun-filled Corner Unit* Queens,-73.993675,40.733315,$2925.00,,10276,Apartment,10003,"[8, 79, 31]",american,65,"[403, 1337, 960, 327, 162]",148.0418153240182,8 St-NYU
"2br w/ heat/hw included, dishwasher, laundry, Prospect Park",-73.954973,40.670108,"$2,100",410 Eastern Parkway,11225,Apartment,11216,"[112, 1, 74]",japanese,4,"[1330, 542, 485, 1293, 883]",327.776182154633,Park Pl
Bright Penthouse apartment with modern conveniences & vintage charm,-73.9353,40.684229,"$2,395",Hancock St,11216,Apartment,11221,"[74, 6, 112]",mexican,6,"[1306, 803, 741, 837, 701]",401.298991551894,Myrtle Av
Awesome 2 BDRM APT IN BEDSTUY!! ASAP MOVE IN,-73.935561,40.6827,"$2,000",401 Macon st,11216,Apartment,11233,"[74, 6, 112]",mexican,6,"[1306, 803, 741, 837, 701]",446.50191671893504,Myrtle Av
3 Bedroom / 1 Bathroom Apartment for rent,-73.8961,40.7036,"$2,800",412 Menhan Street,11385,Apartment,11385,"[6, 74, 62]",chinese,69,"[1459, 63, 479, 439, 295]",83.5267193579087,Fresh Pond Rd
"Bright, spacious 1st floor apartment",-73.2163,41.1668,"$1,675",219 Brewster Street,6605,Apartment,10464,"[6, 74, 62]",,0,"[220, 993, 953, 301, 127]",62528.78384808932,Far Rockaway-Mott Av
"Sunny Clinton Hill studio, heat/hw included",-73.956987,40.687729,"$1,500",350 Greene,11205,Apartment,11238,"[112, 1, 74]",latin_american,6,"[1380, 1330, 542, 485, 54]",195.71500455598581,Franklin Av
"Queen size room, large kitchen/dining [parking available]",-73.948476,40.691707,"$1,050",Dekalb,11216,Apartment,11216,"[74, 112, 1]",caribbean,3,"[57, 857, 609, 54, 440]",108.41774131523866,Myrtle-Willoughby Avs
No Fee* Renovated 1 Bed W/ Home Office + Balcony,-73.939881,40.676654,$1795.00,1643 Pacific Street,11213,Apartment,11213,"[74, 112, 6]",american,3,"[1306, 1014, 440, 803, 741]",147.99115487696423,Kingston-Throop Avs
Best commuting location possible.4 stops to Manhatt. STEPS FROM SUBWAY,-73.954609,40.732324,"$2,320",India Str,11222,Apartment,11222,"[74, 112, 1]",burger,8,"[255, 116, 790, 767, 659]",34.77019319438615,Greenpoint Av
NO FEE - MUST SEE! High End 3BR Apt - w Rooftop/Dishwasher,-73.9436,40.7012,"$4,250",16 Meserole St,11206,Apartment,11206,"[74, 112, 6]",coffee,8,"[807, 808, 50, 97, 266]",276.6113239444516,Flushing Av
Renovated 2 Bedroom apt,-73.8794,40.8409,"$1,700",VYSE Ave,10460,Apartment,10460,"[6, 74, 62]",mexican,1,"[412, 945, 309, 65, 370]",74.54362532239352,West Farms Sq-E Tremont Av
"Super sunny 3br/1.5bath w/ 15ft ceilings, skylight,laundry,roof deck",-73.918579,40.702589,"$2,500",302 Stanhope,11237,Apartment,11237,"[74, 6, 62]",mexican,42,"[607, 806, 1162, 814, 700]",41.35162976513506,DeKalb Av
Fabulous Two Bed!,-74.015314,40.646287,"$2,520",313 52nd St,11220,Apartment,11220,"[61, 87, 73]",mexican,1,"[1395, 580, 1336, 1104, 726]",147.13533915514822,53 St
"Love your new home! Beautiful 595 Sq Ft, 1 Bed, 1 Bath floorplan.",-73.902845,40.936044,"$1,829",20 Water Grant St,10702,Apartment,10471,"[6, 74, 62]",,0,"[529, 925, 198, 414, 259]",1518.7706293854133,Van Cortlandt Park-242 St
No Brokers Fee* Gorgeous Spacious 3 Bed in <3 of Crown Heights,-73.955691,40.672951,"$2,600",1445 Bedford Ave,11238,Apartment,11216,"[112, 1, 74]",mexican,5,"[542, 1330, 485, 883, 609]",222.10499162693,Park Pl
NO FEE - MUST SEE! High End 2BR APT- with Gym/Rooftop/Laundry!,-73.942905,40.72167,"$3,000",72 N Henry St,11222,Apartment,11222,"[74, 6, 112]",coffee,8,"[807, 808, 50, 97, 266]",253.06750466913712,Graham Av
No Fee* STUDIO in Sunnyside W/ MANHATTAN VIEWS ! Near 7 Train,-73.927647,40.742786,$1650.00,45-35 44TH ST.,11104,Apartment,11101,"[74, 6, 62]",brazilian,7,"[1079, 1247, 1117, 735, 324]",311.50112279184845,36 St
Renovated Large 1 bedroom New Rochelle - Pelham Rd,-73.781,40.9002,"$1,950",,10805,Apartment,10464,"[6, 74, 62]",italian,1,"[891, 209, 625, 76, 305]",5444.775056870017,Pelham Bay Park
No Fee Huge Renovated JR 1 Bed 1 Bath Sunnyside* Queens Near 7 Train,-73.927819,40.742948,$1895.00,45-35 44TH ST.,11104,Apartment,11101,"[74, 6, 62]",brazilian,7,"[1079, 1247, 1117, 735, 324]",299.59738645372437,36 St
No Fee & 2 Months Free* Renovated 2 Bed <3 of Astoria *Near N&W~!,-73.92468,40.76712,$2158.00,23-15 30TH AVE.,11102,Apartment,11102,"[6, 74, 62]",italian,12,"[532, 862, 691, 750, 121]",187.36426783288601,Broadway
No Fee* Gorgeous Renovated 1 Bed HUGE!!!!,-73.910749,40.755474,$1925.00,,11103,Apartment,11103,"[6, 74, 62]",sushi,4,"[13, 1263, 1245, 1199, 112]",288.48563892113907,46 St
NO SECURITY DEPOSIT! Studio Apartment next to Coney Island Hospital!,-73.970411,40.584683,"$1,495",2661 West 2nd Street,11223,Apartment,11223,"[58, 60, 24]",chinese,1,"[1248, 1420, 922, 1214, 920]",333.4332237216544,Ocean Pkwy
"Clean Studio Apartment in UES, Laundry, Elevator, No Fee!!",-73.948331,40.77426,"$1,696",York Avenue,10028,Apartment,10028,"[74, 6, 62]",thai,61,"[934, 111, 1032, 351, 4]",335.8931780342153,96 St
No Fee* Gorgeous 1 Bed 1 Bath in <3 of SUNNYSIDE *Near 7 Train,-73.91683,40.744997,$2050.00,39-86 47th Street,11104,Apartment,11104,"[6, 74, 62]",donuts,2,"[39, 1263, 1397, 1396, 219]",187.4860645923353,46 St-Bliss St
NO SECURITY DEPOSIT! Gravesend 1 Bedroom Rental! 718-266-3700,-73.970454,40.584708,"$1,799",2661 West 2nd Street,11223,Apartment,11223,"[58, 60, 24]",chinese,1,"[1248, 1420, 922, 1214, 920]",337.0854473802025,Ocean Pkwy
No Fee* Beautiful Renovated Large STUDIO in REGO PARK! Near M & R,-73.857182,40.726992,$1695.00,64-85 Booth St,11374,Apartment,11374,"[6, 74, 62]",Jewish,5,"[836, 640, 140, 222, 271]",496.4747885265872,67 Av
NO SECURITY DEPOSIT! Top Floor Large 1 Bedroom! 718-266-3700,-73.9758,40.6424,"$2,075",400 Argyle Road,11218,Apartment,11218,"[58, 60, 24]",chinese,4,"[7, 8, 1473, 907, 415]",257.29632260160645,Fort Hamilton Pkwy
STUDIO APARTMENT WITH FIREPLACE NEAR CENTRAL PARK,-73.977749,40.779072,"$1,899",West 75th street,10023,Apartment,10023,"[59, 12, 7]",japanese,23,"[999, 1304, 75, 1093, 560]",183.20284022775635,72 St
"2 BR Lux Reno w/W/D, D/W, West of B'wy on West 136th St.",-73.955927,40.821328,"$1,990",West 136th St.,10031,Apartment,10031,"[6, 62, 74]",japanese,5,"[330, 507, 1092, 493, 363]",251.1707525273698,137 St-City College
NO FEE & NO SECURITY DEPOSIT! Ditmas Park 1 Bedroom Apartment!,-73.966613,40.639171,"$1,999",405 Westminster Road,11226,Apartment,11218,"[24, 60, 58]",new_american,1,"[1334, 357, 8, 7, 307]",279.11244529628357,Beverley Rd
Beautiful 1 Bedroom in Upper East Side! No Fee!,-73.955337,40.77521,"$1,866",81 Street,10075,Apartment,10028,"[74, 6, 62]",thai,39,"[1287, 465, 52, 997, 533]",134.54700839267642,86 St
The prime location you've been waiting for! Beautiful Efficiency!,-73.902845,40.936044,"$1,750",20 Water Grant St,10702,Apartment,10471,"[6, 74, 62]",,0,"[529, 925, 198, 414, 259]",1518.7706293854133,Van Cortlandt Park-242 St
"Gorgeous Studio Apartment in Upper East Side, No Fee",-73.955219,40.775121,"$1,733",81 Street,10075,Apartment,10075,"[74, 6, 62]",thai,40,"[1287, 52, 465, 997, 533]",140.49158450246316,86 St
"Beautiful, clean Jr. 1 Bedroom Apartment in Upper East Side",-73.955283,40.775106,"$1,733",81st Street,10075,Apartment,10075,"[74, 6, 62]",thai,40,"[1287, 52, 465, 997, 533]",139.02139943887101,86 St
NO FEE - MUST SEE! High End 4BR Apartment Available NOW!,-73.9125,40.690883,"$3,200",Central Ave,11221,Apartment,11221,"[74, 6, 62]",mexican,71,"[274, 282, 513, 192, 34]",263.66711008478296,Myrtle-Wyckoff Avs
NO FEE - MUST SEE! High End 3BR Apt with Laundry in the building!,-73.9125,40.690883,"$2,600",Central Ave,11221,Apartment,11221,"[74, 6, 62]",mexican,71,"[274, 282, 513, 192, 34]",263.66711008478296,Myrtle-Wyckoff Avs
"NO FEE! Beautiful 1Bed 1bath in prime Prospect park south - B,Q Trains",-73.961602,40.653806,"$1,895",ocean ave,11226,Apartment,11226,"[24, 60, 112]",pizza,4,"[444, 1074, 1274, 1249, 883]",47.17665943260799,Parkside Av
"new renovated one bedroom, 24 hrs doorman, 5 min. to train",-73.895799,40.75062,"$1,750",35-20 Leverich st.,11377,Apartment,11372,"[6, 74, 62]",,0,"[1150, 1273, 1152, 654, 1077]",148.524302670419,69 St
STUDIO WALK METRO No Fee**,-73.759687,40.931957,"$1,700",Larchmont Avenue,10538,Apartment,10464,"[6, 74, 62]",,0,"[890, 891, 625, 281, 305]",7324.252859371178,Jamaica-179 St
NO FEE Studio in the heart of Park Slope/ Gowanus,-73.989,40.6721,"$1,699",,11215,Apartment,11215,"[58, 91, 46]",italian,19,"[120, 1277, 1050, 84, 425]",86.60734186753908,4 Av-9 St
NO FEE! Newly Renovated 2Bed/1Bath apartment - Prime Crown Heights!,-73.949425,40.674225,"$2,295",Prospect Place,11216,Apartment,11216,"[74, 112, 1]",caribbean,4,"[1293, 609, 857, 57, 485]",177.52188673093167,Nostrand Av
RENT STABILIZED 1 bed/1 bath,-73.953459,40.780574,"$2,690",88,10128,Apartment,10128,"[74, 6, 62]",italian,60,"[1454, 802, 1035, 778, 997]",203.388089124857,86 St
XLARGE STUDIO 700sqft- NO BROKER FEE FOREST HILLS-SUBWAY 500ft AWAY,-73.850484,40.725129,"$1,600",10230 Queens Blvd,11375,Apartment,11375,"[6, 74, 62]",uzbek,4,"[743, 1239, 222, 1164, 724]",252.23221388641636,67 Av
NO SEC DEPOSIT! Apartment near Coney Island Hospital 718-373-6000,-73.967814,40.586598,"$1,795",Ocean Parkway,11223,Apartment,11223,"[58, 60, 24]",russian,3,"[1248, 1420, 922, 920, 1214]",324.97748143666206,Ocean Pkwy
Beautiful large bedroom + rooftop available Nov. 1st,-73.931392,40.696347,"$1,016",Suydam Street,11221,Apartment,11221,"[74, 6, 112]",american,25,"[1372, 473, 1475, 701, 1291]",301.2130331374005,Kosciuszko St
huge 3 bed !! right off the m line,-73.932495,40.683475,"$2,350",115 suydam,11221,Apartment,11233,"[74, 6, 112]",indian,1,"[1284, 741, 803, 473, 701]",233.60156636554603,Utica Av
Renovated 2 bedrooms and 1 bathroom in Crown Heights with WASHER/DRYER,-73.9522,40.668136,"$2,275",President Street,11225,Apartment,11225,"[112, 74, 1]",japanese,6,"[1293, 609, 1330, 857, 485]",168.86189591152964,President Street-Medgar Evers College
"*NO BROKER FEE, BRAND NEW ELEVATOR BUILDING",-73.922496,40.841548,"$1,850",1395,10452,Apartment,10452,"[6, 74, 62]",,0,"[169, 30, 996, 833, 823]",221.62486571147943,167 St
NO SEC DEPOSIT! Apartment w/OUTDOOR space next to Park 718-373-7700,-74.003263,40.599829,"$1,795",Cropsey Ave,11214,Apartment,11214,"[61, 87, 107]",sandwich,1,"[995, 382, 549, 165, 387]",301.37318582425553,18 Av
NO FEE 4 Bedroom Apartment in Prime Bushwick,-73.910351,40.690259,"$3,000",,11221,Apartment,11207,"[74, 6, 62]",chinese,85,"[192, 277, 451, 176, 72]",227.29502002992731,Chauncey St
NO FEE - MUST SEE! High End 2BR Apt - with Balcony/Gym/Laundry!,-73.919998,40.688196,"$2,075",936 Madison St,11221,Apartment,11221,"[74, 6, 112]",chinese,20,"[1446, 131, 671, 1138, 1005]",256.46576148369144,Gates Av
NO FEE! NO SEC DEPOSIT! Building w/Garage in Flushing 718-359-7300,-73.823061,40.759058,"$2,125",Barclay Avenue,11352,Apartment,11355,"[6, 74, 62]",chinese,17,"[1053, 1018, 556, 515, 661]",775.0992574395201,Flushing-Main St
GORGEOUS Fully Renovated Convertible 3 Bedroom In Crown Heights!!!,-73.938635,40.665626,"$2,950",595 Crown Street,11213,Apartment,11213,"[74, 112, 6]",,0,"[1306, 1014, 440, 803, 741]",408.8904353368646,Kingston Av
3 BEDROOM Sept. Free - L & G TRAIN STATION,-73.950961,40.71461,"$2,700",18 Conselyea Street,11211,Apartment,11211,"[74, 112, 1]",italian,11,"[272, 782, 1002, 469, 767]",75.53508620263996,Metropolitan Av
"2 BEDROOM APARTMENT, NEXT TO L & G TRAIN STATION",-73.950961,40.71461,"$2,700",18 Conselyea Street,11211,Apartment,11211,"[74, 112, 1]",italian,11,"[272, 782, 1002, 469, 767]",75.53508620263996,Metropolitan Av
"SUNNY 1 BED IN CLINTON HILL, WAVERLY AVE, $2150",-73.965865,40.683267,"$2,150",Waverly Ave,11238,Apartment,11238,"[24, 60, 112]",mexican,15,"[1213, 696, 40, 495, 206]",3.0047755340951823,Clinton-Washington Avs
"NO FEE - MUST SEE! High End 4 BR Apt-w Rooftop/Backyard, Lounge!",-73.915113,40.709509,"$3,175",1874 Hart St,11247,Apartment,11385,"[74, 6, 62]",mexican,61,"[1290, 25, 385, 368, 298]",407.9675288634757,DeKalb Av
Parking & all included,-74.115653,40.573428,"$1,850",78,10306,Apartment,10306,"[35, 110, 42]",,0,"[369, 924, 601, 435, 474]",173.13773282785465,New Dorp
NO SEC DEPOSIT! Apartment in a Building next to Park 718-373-7700,-74.000738,40.598766,"$1,995",Cropsey Ave,11214,Apartment,11214,"[61, 87, 107]",chinese,2,"[382, 995, 549, 165, 387]",302.664301859442,18 Av
* BED STUY * 1.5BR TOP FLOOR WITH W.D INC & PRIVATE ROOF * NO FEE *,-73.934523,40.691048,"$2,106",Van Buren St,11221,Apartment,11221,"[74, 6, 112]",american,9,"[741, 803, 837, 701, 473]",227.6317221418773,Myrtle Av
"Huge Studio with Separate Kitchen by Owner, No Fee",-73.9511,40.7816,"$1,732",,10128,Apartment,10128,"[74, 6, 62]",italian,74,"[290, 705, 963, 224, 669]",125.22064117045872,96 St
Apartments in Staten Island by Atlantic Management  718-979-1400,-74.111409,40.564987,"$1,695",Ebbitts Street,10306,Apartment,10306,"[35, 110, 42]",,0,"[369, 924, 1172, 737, 435]",465.8573809313284,Grant City
Loft-style 1 Bdrm Apt. Bright w/High Ceilings,-73.9436,40.7012,"$2,000",345 Lorimer St,11206,Apartment,11206,"[74, 112, 6]",coffee,8,"[807, 808, 50, 97, 266]",276.6113239444516,Flushing Av
Must see!,-74.119037,40.575416,"$2,550",22,10306,Apartment,10306,"[35, 110, 42]",,0,"[369, 601, 924, 435, 474]",211.5222387286756,New Dorp
No fee!- Corner LOFT apartment- Clean finishes!- N/W Exposure!,-73.9563,40.7095,"$2,295",,11211,Apartment,11211,"[112, 74, 1]",latin_american,7,"[1196, 1238, 225, 1105, 366]",165.76171558993417,Marcy Av
Huge prewar 3br w/ sunlight everywhere,-73.954993,40.67665,"$2,400",967 Bergen,11216,Apartment,11216,"[112, 74, 1]",japanese,4,"[1330, 542, 485, 1293, 883]",152.6654385705676,Franklin Av
*WILLIAMSBURG * 1BR HIGH END WITH W.D INC & TERRACE* ELEVATOR*BOUTIQUE,-73.954913,40.718955,"$2,995",N 10TH,11211,Apartment,11211,"[74, 112, 1]",italian,12,"[1238, 782, 1196, 790, 1105]",223.66188986962857,Bedford Av
NO SEC DEP! Doorman Building close to Park & Water 718-373-6000,-73.998435,40.597254,"$1,850",Bay Parkway,11214,Apartment,11214,"[61, 58, 87]",,0,"[549, 382, 1379, 995, 165]",225.7860536048197,20 Av
Apartment for Rent,-74.0303,40.6251,"$1,600",,11209,Apartment,11209,"[61, 35, 73]",middle_eastern,4,"[460, 474, 1003, 505, 187]",224.0074169150515,86 St
