Lng,Lat,name,cuisine,street,phone
-73.9838286,40.72589949754521,Hub Thai,thai,Avenue A,+1-212-533-2928
-73.9686379,40.7572639975452,Hudson Malone,american,East 53rd Street,+1 212 355 6607
-73.9381473,40.8507172975452,Hudson View Restaurant,american,West 181st Street,(212) 781-0303
-73.98220740000001,40.665630297545206,Hugo & Sons Pizza,pizza,11th Street,+1-718-499-0020
-73.9781767,40.6753899975452,Hunan Delight,chinese,Union Street,+1-718-789-1400
-73.90496379999999,40.7013635975452,Hungry Burrito,mexican;salad;soup;chicken,Seneca Avenue,+1-718-885-8080
-73.9856982,40.749902997545206,Hyo Dong Gak,korean-chinese,West 35th Street,+1 212 695-7167
-73.9883593,40.734825797545206,Ichabod's,american;burger,Irving Place,+1-212-777-5102
-73.9617582,40.79895299754521,Ichie,japanese,West 106th Street,+1-212-865-4888
-73.98482259999999,40.746764797545204,IchiUmi,japanese,East 32nd Street,+1 212-725-1333
-73.98555920000001,40.7328080975452,IHOP,american,East 14th Street,(212) 388-1499
-73.98378690000001,40.6890344975452,IHOP,diner,Livingston Street,+1-718-222-4467
-74.1483407,40.6244215975452,IHOP,pancake,Richmond Avenue,1-718-494-4467
-73.9503164,40.7794982975452,Il Carino,italian,2nd Avenue,+1 646-882-0487
-73.94553690000001,40.7475726975452,Il Falco,italian,44th Drive,+1-718-707-0009
-73.98402850000001,40.7224082975452,Il Posto Accantoa,italian,East 2nd Street,+1-212-228-3562
-73.9633365,40.798296197545206,Imperial Pizza & Restaurant,pizza,Columbus Avenue,+1 212-664-3222
-73.98967540000001,40.7556515975452,Inakaya,japanese,West 40th Street,1 (212) 354-2195
-73.91823240000001,40.703485797545206,Inca Chicken,chicken,Wyckoff Avenue,+1-718-366-3763
-73.9894745,40.743861697545206,INDAY,indian,Broadway,+1 917 521 5012
-73.9498159,40.678760397545204,India House,indian,Nostrand Avenue,+1 718 857 7011
-73.918421,40.87279929754521,Indian Road Cafe,american,West 218th Street,+1-212-942-7451
-73.99127309999999,40.7556009975452,indikitch,indian,8th Avenue,+1-646-490-0902
-73.90629270000001,40.6946223975452,Industry 1332,tapas;coffee,Halsey Street,+1-718-484-8338
-73.969718,40.7970037975452,Indus Valley,indian,Broadway,+1 212 222 9222
-73.9825059,40.67948909754521,Insa,korean,Douglass Street,+1 718 855 2620
-73.94665570000001,40.7802825975452,International Wings Factory,chicken,1st Avenue,+1 212-348-2627
-73.990263,40.7309292975452,Ippudo NY,noodles;japanese,4th Avenue,+1 212 388 0088
-73.9832198,40.7601423975452,Iroha,japanese,West 49th Street New York NY,1-212-398-9094
-73.9510918,40.583566897545204,Istanbul,turkish,Emmons Avenue,+17183683587
-73.6446067,40.702065997545205,Istanbul Kebab House,turkish,Hempstead Avenue,+1-516-280-5858
-73.9096562,40.6999022975452,I Sushi,sushi,Woodbine Street,+1-718-366-3686
-76.4954828,42.4399782975452,Ithaca Ale House,bar&grill,North Aurora Street,(607) 256-7977
-73.9231815,40.6994105975452,Itzel's Taqueria Deli,mexican; taco; burrito; quesadilla,Wilson Avenue,+1-718-417-1015
-73.9844418,40.720541997545205,Ivan Ramen,ramen; japanese,Clinton Street,+1-646-678-3859
-73.9894469,40.74408069754521,Izakaya NoMad,japanese,West 26th Street,+1 212-213-6258
-73.7732689,40.7688000975452,Jackson Hole,burger,Bell Boulevard,(718) 281-0330
-73.9975189,40.7221177975452,Jack's Wife Freda,mediterranean,Lafayette Street,+1-212-510-8550
-73.9429665,40.8217176975452,Jacob Restaurant,soul,Frederick Douglas Boulevard,+1-212-866-3663
-73.9439964,40.810260797545205,Jacob Restaurant,soul,Lenox Avenue,+1-212-866-3663
-73.9095539,40.70001049754521,Jade Asian Express,sushi,Woodbine Street,+1-718-381-8878
-73.90739930000001,40.7001151975452,Jade Palace,chinese,Myrtle Avenue,+1-718-381-8980
-73.90799709999999,40.702833397545206,Jade Seneca,chinese,Seneca Avenue,+1-718-628-8282
-73.99107070000001,40.7209836975452,Jadis Wine Bar,french,Rivington Street,+1-212-254-1675
-73.98410940000001,40.66410969754521,Jai Dee,thai,7th Avenue,+1 718 832 1544
-73.9903859,40.714283097545206,Jajaja Plantas Mexicanas,mexican,East Broadway,(646) 883-5453
-73.7607221,40.7203185975452,Jamaican Best Restaurant,jamaican,Hillside Avenue,+1-718-454-4321
-78.88895409999999,43.0607075975452,Jannelli's Pizzeria,pizza,Payne Avenue,716-525-1451
-73.9848775,40.66269599754521,Java,indonesian,7th Avenue,+1-718-832-4583
-77.69421070000001,42.559462597545206,Java Jungle,american,Main Street,(585) 335-3250
-73.9998424,40.7169470975452,Jaya,malasian;thai;chinese,Baxter Street,+1-212-219-3338
-73.8601891,40.731133897545206,JC Garden,chinese,63rd Road,17182753007
-75.8801107,43.970948897545206,Jean's Beans,fish_and_chips;doughnuts;fried_food,Eastern Boulevard,+1-315-788-7460
-73.7391176,40.6758581975452,Jerk Hut,jamaican;jerk,Merrick Boulevard,+1-718-712-5910
-73.78383249999999,42.862302797545205,Jersey Mike's Subs,sandwich,Southside Drive,+1 518 371 2828
-73.91074470000001,40.704776597545205,Jim's China King,chinese,Seneca Avenue,+1-718-418-1288
-77.0549329,42.1434327975452,Jim's Texas Hots,hot_dogs,West Market Street,607-936-1820
-73.9971443,40.7160558975452,Jing Fong,chinese,Elizabeth Street,+1 212 964-5256
-73.9770675,40.78538489754521,Jin Ramen,japanese,Amsterdam Avenue,+1-646-657-0755
-73.98029709999999,40.774530297545205,Joanne Trattoria,italian,West 68th Street,+1-212-721-0068
-73.98595390000001,40.7346745975452,Joe Junior,american;grill;seafood;diner,3rd Avenue,+1 212 473 5150
-73.9032378,40.707486497545204,Joe's Italian Restaurant,italian,Forest Avenue,+1-718-497-1300
-74.00206290000001,40.7305467975452,Joe's Pizza,pizza,Carmine Street,+1 212-366-1182
-73.90341409999999,40.7212554975452,Joe's Pizza,pizza,Flushing Avenue,+1-718-894-3661
-73.99779649999999,40.7147041975452,Joe's Shanghai,chinese,Pell Street,+1 212-233-8888
-73.89514799999999,40.726185597545204,Joey's Pizza,pizza,Grand Avenue,+1-718-779-5880
-73.7465212,40.6163220975452,John & Lupita's Latin American Food,latin_american,Doughty Boulevard,+1-516-239-2094
-73.9683125,40.759559497545204,Johnny Rockets,diner,3rd Avenue,+1 212-813-0003
-73.9924423,40.68359619754521,Jolie Cantina,french;mexican,Smith Street,+1-718-488-0777
-73.98693759999999,40.747523197545206,Jongro BBQ,korean,West 32nd Street,+1 212-473-2233
-73.9514397,40.743800697545204,Jora,peruvian,11th Street,+1-718-392-2033
-73.9076846,40.702993297545206,Jorge's,dominican; coffee,Seneca Avenue,+1-718-456-3900
-73.8275173,40.760380997545205,J R,chicken;Rice;fish;soup;vegetarian;Quick_bite,Roosevelt Avenue,718-886-0083
-74.0096569,40.7152244975452,JR Sushi,sushi,West Broadway,+1-212-233-8338
-73.9501801,40.7866636975452,Judy's Spanish Restaurant,dominican,Lexington Avenue,+1 212-831-0193
-73.9934832,40.702695897545205,Juliana's DUMBO,pizza,Old Fulton,(718) 596-6700
-73.90299949999999,40.70316729754521,Julia's Beer and Wine,american,Woodward Avenue,+1-917-909-1314
-78.66684479999999,42.508831797545206,Julie's Pizzeria and Restaurant,pizza;italian,East Main Street,(716) 592-2545
-73.9909146,40.7431207975452,Junoon,indian,West 24th Street,+1 (212) 490-2100
-73.9829953,40.731075497545206,Just for Fen,chinese,1st Avenue,+1 646-692-3433
-73.9520354,40.78181459754521,Kaia Wine Bar,south_african,3rd Avenue,+1 212-722-0490
-73.79336550000001,40.7701759975452,Kalamaki Gr,Greek,172nd Street,+1-718-939-1616
-73.9185073,40.68727239754521,Kalina Bar & Grill,caribbean,Broadway,+1-718-919-1111
-73.9714493,40.67613149754521,Kami,japanese;thai,Flatbush Avenue,+1 718 398 3888
-73.9987446,40.729331597545205,Karakatta,ramen,Thompson Streer,+1-917-261-6297
-73.7484353,42.762307097545204,Karavalli,indian,Johnson Road,518-785-7600
-73.86242159999999,41.16158329754521,Karma Lounge,latin_american,Main Street,+1-914-502-0360
-73.903131,40.746521197545206,Kathmandu Fusion Kitchen,Nepali,61st Street,+1-718-672-9500
-73.9829956,40.731693797545205,Kati,thai,East 14th Street,(212) 533-2046
-73.86758359999999,40.8987803975452,Katonah Pizza & Pasta,italian;pizza;pasta,Katonah Avenue,(718) 994-8337
-73.97753730000001,40.756439797545205,Katsuhama,japanese,East 47th Street,+1 212 758-5909
-73.98736140000001,40.7223450975452,Katz's Delicatessen,deli,East Houston Street,+1 212-254-2246
-73.9387283,40.8475475975452,Kazza Wine Bar,wine,West 177th Street,(646) 863-2447
-76.5122878,42.4418424975452,Kelly's Dock-Side Cafe,regional,Taughannock Boulevard,607-277-8709
-73.8917941,40.67792889754521,Kennedy's Fried Chicken,american,Fulton Street,(718) 235-1283
-73.8880885,40.7434041975452,Khao Nom,thai,Woodside Avenue,+1-929-208-0108
-73.9624896,40.712861497545205,Khao Sarn,thai,Bedford Avenue,+1 (718) 963-1238
-73.7163822,40.670071697545204,Kibo Teriyaki,asian;japanese,Merrick Road,+1-516-612-7888
-73.99190970000001,40.714531597545204,Kiki's,greek,Division Street,+1-646-882-7052
-73.97952790000001,40.677533397545204,Kiku,asian;sushi,5th Avenue,+1 718 638 3366
-76.0199663,43.033009197545205,King David's,greek,Towne Drive,315 637 0485
-73.95028,40.792814797545205,King Dragon,chinese,Madison Avenue,+1 212-369-6788
-73.9255323,40.7622254975452,King Of Falafel & Shawarma,middle_eastern,Broadway,+1 718 340 8068
-73.8988579,40.7099269975452,King Wah Restaurant,chinese,Fresh Pond Road,+1 (718) 418-5858
-73.93702890000002,40.85529979754521,Kismat Indian Restaurant,indian,Fort Washington Avenue,+1-212-795-8633
-73.973699,40.678558697545206,Ki Sushi,sushi,Flatbush Avenue,+1 718 230 1381
-73.9946313,40.6853328975452,Kitchen at Cobble Hill,american;brunch,Court Street,+1-347-689-4279
-73.9644493,40.6828345975452,Kitchen Grill,indian,Fulton Street,+1-718-789-7800
-77.61324549999999,43.1932900975452,Kithnos Seafood Market,seafood,Clinton Avenue North,(585) 342-4160
-73.9938981,40.681454697545206,Kittery,seafood,Smith Street,+1-718-643-3293
-73.9092337,40.700944097545204,K&K Super Buffett,chinese,Saint Nicholas Avenue,(718) 381-7111
-73.9170639,40.703116697545205,Klom Klorm,thai,Wyckoff Avenue,+1-718-489-9188
-73.93330870000001,40.7030761975452,Koda Restaurant & Lounge,american,Flushing Avenue,+1-347-223-4026
-73.99204820000001,40.7427924975452,Kofoo,korean-deli,West 23rd Street,+1 212 675 5277
-73.9738155,40.67936559754521,Kombit,haitian,Flatbush Avenue,+1-718-399-2000
-74.01024140000001,40.703485097545204,Kome Waza,japanese,Water Street,+16463681727
-73.95084140000002,40.783433597545205,Korali Estiatorio,greek;seafood,3rd Avenue,+1 646-964-5470
-74.00043000000001,40.68227559754521,Koto Sushi & Steak,japanese;sushi,Henry Street,+1-718-222-8055
-73.9897625,40.718093497545205,Kottu House,sri_lankan,Broome Street,+1-646-781-9222
-73.971451,40.792185997545204,Kouzan,japanese,Amsterdam Avenue,+1-212-280-8099
-73.98623140000001,40.7327112975452,Krust Pizzeria,pizza,East 14th Street,(212) 510-8869
-73.9888217,40.7194680975452,Kuma Inn,filipino;thai,Ludlow Street,(212) 353-8866
-73.9809181,40.7784814975452,Kumo Sushi,japanese,West 72nd Street,+1-212-580-6228
-73.8975972,40.700678497545205,Kum Wei Kitchen,chinese,Myrtle Avenue,+1-718-417-0097
-73.7635306,40.6744906975452,La Bari Pizza,pizza,Farmers Boulevard,+1-718-525-3185
-73.9011417,40.71537279754521,La Bella Mariella,pizza;pasta,Fresh Pond Road,+1-718-366-6170
-73.90205390000001,40.6996160975452,La Bella Pizza and Chicken,pizza;chicken,Seneca Avenue,(718) 386-5555
-73.6372185,42.694666897545204,La Bella Pizza & Restaurant,italian,Main Avenue,518-283-0800
-73.9283746,40.702351897545206,L.A. Burrito,mexican;burrito,Wilson Avenue,+1-718-381-4740
-73.88131609999999,40.7561402975452,La Cabaña Argentina,argentinian,Northern Boulevard,+1-718-426-5977
-73.8984681,40.70933029754521,La Cabaña Jarabacoa,spanish;chicken,Fresh Pond Road,(718) 821-5880
-73.93317979999999,40.85044409754521,La Casa Del Mofongo,dominican,Saint Nicholas Avenue,(212) 740-1200
-73.97760090000001,40.687035697545205,La Caye,haitian,Lafayette Avenue,+1-718-858-4160
-73.9225432,40.7529870975452,La Choza del Gordo,colombian,Northern Boulevard,+1-718-707-0370
-73.90652109999999,40.713045697545205,La Cocina De Mama,dominican; chicken; salad; seafood; steak,Metropolitan Avenue,+1-718-417-4000
-73.853413,40.7109830975452,La Coya Restaurante,peruvian,Metropolitan Avenue,+1-718-793-8788
-73.8676219,40.7422221975452,La Esquina Criolla Restaurante,argentinian;criole,Corona Avenue,+1-718-699-5579
-74.0040979,40.6549073975452,La Familia,latin_american,4th Avenue,+1 718 832 7568
-73.993705,40.7275742975452,Lafayette,french,Lafayette,+1-212-533-3000
-78.8730965,42.884966397545206,Lafayette Brewing Company,american,Washington Street,+1 716 856 0062
-73.9875854,40.71637179754521,La Flaca,mexican,Grand Street,+1-212-692-9259
-73.66618259999998,40.6492818975452,La Flor De La Canela,peruvian,Atlantic Avenue,(516) 341-7107
-73.9055896,40.700399997545205,La Flor Del Paraiso,dominican,Cornelia Street,+1-718-381-2970
-73.91230290000001,40.69963839754521,La Fogata,mexican,Gates Avenue,+1-347-789-4989
-73.8842207,40.7450184975452,La Fusta Restaurante,argentinian,Baxter Avenue,+1-718-429-8222
-73.88136180000001,40.7499341975452,La Gran Uruguaya,Uruguayan,37th Avenue,+1-718-505-0400
-73.9239503,40.7434514975452,La Hacienda De Dan Julio,colombian,Queens Boulevard,+1-718-392-9903
-75.5442687,42.826510297545205,La Iguana,mexican,Broad Street,+1 315 824-0022
-74.07528620000001,40.6257173975452,Lakruwana,sri_lankan,Bay Street,+1 347 857-6619
-74.0001082,40.730673597545206,La Lanterna di Vittorio,italian,Macdougal St,2125295945
-77.6161016,43.161008097545206,La Luna,italian,Browns Race,+1-585-232-5862
-74.0061418,40.7446724975452,La Luncheonette,french,10th Avenue,+1 212 675-0342
-73.93519690000001,40.697252797545204,La Lupe Cantina,mexican,Jefferson Street,+1-347-715-2455
-73.9151273,40.699272797545206,La Mesita,mexican;burrito;taco;coffee,Myrtle Avenue,+1-718-366-8700
-73.8510054,40.7260230975452,L'Amour Glatt Kosher,glatt_kosher,Queens Boulevard,1 718 459-8800
-73.99286740000001,40.7135949975452,Lanzhou Ramen,noodle,East Broadway,(646) 998-3175
-73.96824649999999,40.754928797545205,La Pecora Bianca,italian,2nd Avenue,+1 212-899-9996
-73.9892277,40.743747897545205,La Pecora Bianca,italian,Broadway,+1 212 498 9696
-73.9276682,40.70387989754521,La Perla Del Ulua,honduran,Melrose Street,+1-718-366-9407
-73.552989,42.634321297545206,La Perla Restaurante,italian,State Highway 43,518-674-3774
-73.9948474,40.7550458975452,Larb Ubol,thai,9th Avenue,+1-212-564-1822
-73.9234603,40.761201897545206,La Rioja,latin_american,Broadway,+1-718-932-0101
-73.907576,40.697714997545205,La Rubia Restaurant,spanish;coffee,Wyckoff Avenue,+1-718-381-9847
-73.75166440000001,42.648631097545206,La Serre,continental,Green Street,518-463-6056
-73.9487171,40.7885716975452,La Shuk,french;moroccan,Lexington Avenue,+1 212-289-0089
-73.89665,40.705473897545204,Las Margaritas,mexican,Fresh Pond Road,+1-718-417-4040
-73.6245042,40.7103208975452,Las Palmeras,Salvadorian,Station Plaza,+1-516-485-4201
-73.9374319,40.8551564975452,Las Tapas,spanish,West 187th Street,(646) 590-0142
-73.8941068,40.70068959754521,Las Viandas,mexican;columbian;peruvian,Myrtle Avenue,3475295029
-73.9794715,40.745535497545205,La Tarte Flambée,alsatian;french,East 33rd Street,+1-917-261-2070
-73.9900495,40.7443203975452,Latin American Restaurant,Latin_American,West 26th Street,2126892570
-73.9808413,40.775050197545205,La Traviata Pizzeria,pizza,West 68th Street,+1-212-721-1101
-73.991158,40.73760879754521,Laut,thai,East 17th Street,+1 (212) 206 8989
-73.99569840000001,40.6877918975452,La Vara,spanish;basque,Clinton Street,+1-718-422-0065
-73.98265490000001,40.6774049975452,LBK,pizza;italian,Union Street,+1-347-889-5309
-73.9817677,40.7612817975452,Le Bernardin,french;seafood,West 51st Street,+1 (212) 554-1515
-73.96593790000001,40.7649914975452,Le Botaniste,international,Lexington Avenue,+1 917-262-0766
-73.91176390000001,40.6993556975452,Lee's Restaurant,noodle;chinese;tea,Myrtle Avenue,+1-718-366-0114
-73.951074,40.725777197545206,Le Fond,french,Norman Avenue,718 389 6859
-74.0067873,40.735139397545204,Left Bank,american,Perry Street,+1-212-727-1170
-73.98451159999999,40.671569297545204,Le Mistral,french;mediterranean,5th Street,+1-844-841-9019
-79.3322385,42.4380586975452,"Lena""s Pizza & Sub",pizza,Canadaway Street,716-673-1959
-73.86510109999999,40.710622797545206,Leone's Pizzeria,pizza,Cooper Avenue,+1-718-894-4132
-73.9534358,40.7879358975452,Le Pain Quotidien,french;italian,Madison Avenue,+16466633149
-73.9122059,41.9267882975452,Le Petit Bistro,french,East Market Street,(845) 876-7400
-73.9711618,40.7593749975452,Le Reve,mediterranean,East 54th Street,+1-212-755-7777
-73.9992736,40.7279110975452,Le Souk New York - Restaurant & Hookah Lounge,moroccan,Laguardia Place,+1-212-777-5454
-75.8548718,42.9303167975452,Les Pates Et Les Nouilles,thai,Albany Street,315 815 4213
-73.98763259999998,40.7380991975452,L'Express,french,Park Avenue South,+1 212-254-5858
-73.953693,40.782531997545206,Lex Restaurant,italian,Lexington Avenue,+1 212-860-5903
-73.9967369,40.7117880975452,LianJiangDongDai INC,chinese,Catherine Street,(347) 703-5202
-73.6421562,40.639744797545205,Lia's Pizzeria,pizza,Atlantic Avenue,+1-516-764-4971
-73.9504523,40.779983597545204,Libertador,argentinian,2nd Avenue,+1 212-348-6222
-73.95236159999999,40.717559797545206,Lilia,italian,Union Avenue,+1 718 576-3095
-73.9783219,40.759699997545205,Limani,seafood,Rockefeller Plaza,+1-212-858-9200
-73.6462582,40.797525097545204,LIMANI,seafood;greek;regional,Northern Blvd,516-869-8989
-73.9961727,40.7430465975452,Limón Jungle,mexican,7th Avenue,+1-212-243-1212
-73.9086754,40.8236930975452,Linda's Pizzeria,pizza,3rd Avenue,+1 718-292-3100
-73.6810827,40.588680497545205,Lindell Deli and Grocery,sandwich,Lindell Boulevard,516-432-9171
-73.9876343,40.7323434975452,Linen Hall,american;pub;brunch,3rd Avenue,+1-646-602-9316
-73.907336,40.699885697545206,Listo El Chimi,dominican,Myrtle Avenue,(347) 987-4944
-73.95170470000001,40.725599697545206,Lite Bites,diner,Manhattan Avenue,917 793 5776
-73.7991504,42.688429797545204,Little Anthony's,pizza,Central Avenue,+1 518 4595959
-77.0556137,42.1435306975452,Little Boomer's Burrito Bar,mexican,West Market Street,607-438-1117
-73.89804170000001,40.7081033975452,Little Egypt,mediterranean,Fresh Pond Road,+1-347-987-3860
-73.95085590000001,40.777308897545204,Little Frog Bistro & Bar,french,East 86th Street,+1 347-537-5786
-73.9515532,40.786298697545206,Little Luzzo's,italian,East 96th Street,+1 212-369-2300
-73.9831438,40.6652547975452,Little Purity,diner,7th Avenue,+1-718-369-1722
-74.0010177,40.7522143975452,Little Spain iniiii,spanish,Hudson Yards,+1-646-495-1242
-73.9801697,40.6873174975452,Livingston Diner,diner,Livingston Street,+1-718-522-6902
-73.8961287,40.712371897545204,Li Wan,chinese,Metropolitan Avenue,+1-718-417-0808
-73.9856804,40.66622009754521,Locanda Mariella,italian,6th Avenue,+1-718-499-2132
-73.9361488,40.845660597545205,Lola Lola Restaurant,latin_american,Saint Nicholas Avenue,(646) 559-0930
-73.9537168,40.7822962975452,Lolitas Kitchen,mexican,Lexington Avenue,2127225055
-73.93538079999999,40.697224397545206,Loma Bar & Grill,latin_american;sandwich;american;italian,Broadway,+1-718-443-0243
-73.8675658,40.7221426975452,London Lennie's,seafood,Woodhaven Blvd,+1 718 894-8084
-73.9888436,40.7193920975452,Los Feliz,mexican,Ludlow Street,(212) 228-8383
-73.91799250000001,40.703381797545205,Los Marineros,mexican,Wyckoff Avenue,+1-718-456-7696
-73.9436422,40.7117958975452,Los Morales,spanish,Grand Street,17182189441
-73.94452679999999,40.71142489754521,Los Primos,dominican,Grand Street,+1-718-486-8449
-73.9903694,40.660628597545205,Lot 2,american,6th Avenue,+1-718-499-5623
-73.99299029999999,40.6165580975452,Lou De Fong,asian;thai;japanese,18th Avenue,+1-347-702-5643
-73.8835719,40.74597949754521,Louie's Pizza,pizza,Baxter Avenue,+1-718-440-9346
-73.9067394,40.69994909754521,Ltauha Restaurant,coffee;american;sandwich;,Myrtle Avenue,+1-347-689-3462
-74.00036440000001,40.6818281975452,Lucali,pizza,Henry Street,+1 (718) 858-4086
-73.9197812,40.702256897545205,Lucha Lucha,mexican;burrito,Irving Avenue,+1-718-366-6069
-73.9121715,40.700326997545204,Lucky Garden,chinese,Wyckoff Avenue,+1-718-418-1002
-73.9159521,40.6997224975452,Lucy's Vietnamese Kitchen,vietnamese,Irving Avenue,+1-718-483-9837
-73.9549977,40.5992080975452,Luigi's Pizzeria,pizza,Avenue U,+1-718-382-9100
-73.98530129999999,40.7268987975452,Luke's Lobster,lobster_rolls,East 7th Street,+1 212 387-8487
-73.7856006,42.672814597545205,Luke's Pizzeria,pizza,North Allen Street,+1 518 4388200
-73.6683652,40.6579129975452,Lynbrook Eats,diner,Merrick Road,+1-516-887-4932
-73.98904350000001,40.751862597545205,Macaron Café,french;sandwich;salad,West 36th Street,+1-212-564-3525
-77.44229720000001,43.103866997545204,Mac's Philly Steaks,regional,North Main Street,585-377-0033
-73.9171554,40.867253397545205,Made In Mexico,mexican,10th Avenue,+1-646-726-4849
-73.9532693,40.7445922975452,Madera Cuban Grill,Cuban,Vernon Boulevard,1-718-606-1236
-73.80771709999999,40.76346259754521,Mad for Chicken,Korean_style_Chicken_Wings;Soju,Northern Boulevard,(718) 321-3818
-73.90643730000001,40.7019100975452,"Madison Barrel, Inc.",american;chicken;burger;sandwich;breakfast;soup;omelette,Seneca Avenue,+1-347-844-9260
-73.9038694,40.7040600975452,Madison Pizza,pizza; italian; pasta; sandwich,Madison Street,+1-718-831-8555
-73.9813099,40.781986397545204,Maison Kayser,french,Broadway,+1-212-873-5900
-73.97594409999999,40.7450493975452,Maison Thai,thai,2nd Avenue,+1 646 930 2085
-73.99466559999999,40.74385869754521,Malibu Diner,diner,West 23rd Street,+1 212-691-1369
-73.943061,40.789455997545204,Malii Thai Kitchen,thai,2nd Avenue,+1 212-289-2729
-73.7676195,40.755476697545205,Mama Lee,taiwanese,48th Avenue,+1 718 767-8680
-73.9277496,40.8661804975452,Mama Sushi,japanese,Dyckman Street,+1-212-567-2450
-75.9140509,42.089503697545204,Manni's Donuts And Diner,diner,Vestal Avenue,607-723-2217
-73.82759720000001,40.760342697545205,Mapo Galmaegi,Korean_BBQ;korean;wine;meat;lunch;Dinner,Roosevelt Avenue,718-460-6200
-73.85994579999999,40.731249297545205,Marani,georgian,63rd Road,+1 718 569-0600
-73.9360786,40.7022687975452,Marcelina's,mexican,Flushing Avenue,+1-718-418-9515
-73.99578879999999,40.6822387975452,Marco Polo Ristorante,italian,Court Street,+1-718-852-5015
-77.51865129999999,43.174876397545205,Mario's,italian,Empire Boulevard,+1-585-697-2006
-73.9885656,40.738796697545204,Mari Vanna,russian,East 20th Street,+12127771955
-73.9934934,40.741643397545204,Markt,belgian,6th Avenue,+1-212-727-3314
-73.9656773,40.710687297545206,Marlow & Sons,american,Broadway,+1-718-384-1441
-73.98463079999999,40.74450319754521,Marta,pizza; italian; coffee,East 29th Street,+1-212-651-3800
-73.9071579,40.7043037975452,Martiniello's Pizzeria,pizza;pasta,Onderdonk Avenue,+1-347-916-1959
-72.1413417,40.975357597545205,Mary's Marvelous,bakery,Main Street,+1 631 267 8796
-73.98113590000001,40.6856552975452,Masala Grill,indian,Atlantic Avenue,+1-718-875-9200
-73.8384035,40.7186447975452,Matiz Latin Restaurant,latin_american,Queens Boulevard,+1-718-880-1213
-74.00574040000001,40.7090684975452,Matryoshka,russian,Fulton Street,+12127668600
-73.9732863,40.7846269975452,Matsu,japanese,Columbus Avenue,+1-212-799-7922
-73.9034436,40.745803697545206,Matsuri,japanese,61st Street,7184241688
-73.9902995,40.7444333975452,Maui Onion,japanese,West 26th Street,+1 201 548 4388
-73.82234140000001,40.727201697545205,Max and Mina's Ice Cream Parlor,ice_cream,Main Street,(718) 793-8629
-73.9895824,40.7441556975452,Maysville,american,West 26th Street,+1 646-490-8240
-73.986427,40.7193834975452,Mazeish,middle_eastern,Rivington Street,(646) 653-2226
-73.9510401,40.77739119754521,Maz Mescal,mexican,East 86th Street,+1 212-472-1599
-73.96317009999999,40.710347297545205,Meadowsweet,american,Broadway,+1-718-384-0673
-73.9499062,40.680560297545206,"Melanie's Juice Bar, Restaurant & Bakery",trini,Fulton Street,+1 718 399-2960
-73.9846218,40.719130797545205,Melani Pizzeria,pizza,Rivington Street,212-673-3450
-73.8643632,41.16077709754521,Melike,turkish,Main Street,+1-914-502-0651
-73.9936447,40.75624659754521,Mercato,italian,West 39th Street,+1-212-643-2000
-73.9986292,40.740398897545205,Merchant's,american,7th Avenue,+1 212 366-7267
-73.9250036,40.76896339754521,Merzouka Cafe,moroccan,Crescent Street,+1 (718) 255-6369
-73.0681625,40.945709097545205,Mesita Coastal Cantina,mexican,Main Street,631-509-0050
-73.9701456,40.797441797545204,Metro Diner,diner,Broadway,+1 212-866-0800
-73.98606140000001,40.7541088975452,Mexicue,mexican,Broadway,+1 212-302-0385
-73.8237652,40.730129297545204,MexiKosher,mexican,Main Street,+1-212-580-2800
-73.98070009999999,40.6758313975452,Mezcal's,mexican,5th Avenue,+1 718 783 3276
-73.6980329,40.6644362975452,Mia's,pizza,Rockaway Avenue,+1-516-825-2117
-73.9237546,40.70167639754521,Mi Bella Dama,dominican; seafood,Knickerbocker Avenue,+1-718-628-4253
-73.88625340000002,40.8573174975452,Michaelangelo's Little Italy,italian; pizza; pasta,Arthur Avenue,+1-718-220-8455
-73.7034285,42.774344297545206,Mick's Pizza,pizza,Sargent Street,+1-518-238-2205
-73.9505975,40.7797881975452,Midnight Express Diner,diner,2nd Avenue,+1 212-860-2320
-73.91698829999999,40.69555239754521,Mi Lindo Mexico,mexican,Wilson Avenue,+1-718-484-3877
-73.9249689,40.70043609754521,Millie’s Cuban Café,cuban,Wilson Avenue,+1-347-425-8253
-73.83154379999999,40.763353097545206,Mingle,asian,Northern Boulevard,(718)-353-6978
-74.6496547,42.1476598975452,Ming Moon Chinese Restaurant,chinese,Main Street,+1-845-586-2188
-73.9904108,40.714329197545204,Ming's Cafe,chinese,Canal Street,(212) 978-1888
-74.001062,40.729468397545205,Mint Masala,indian,MacDougal Street,+1-212-777-2888
-73.98048100000001,40.7465244975452,Miraj Healthy Grill,middle_eastern,East 34th Street,+1-212-696-2818
-73.7891148,40.71227799754521,Mirch,indian,Hillside Avenue,(718) 262-8100
-73.9896705,40.7139367975452,Mission Chinese Food,chinese,East Broadway,(917) 376-5660
-73.9131054,40.7008138975452,Mi Sueno,mexican,Wyckoff Avenue,+1-718-821-6072
-73.9601311,40.675134197545205,Mi Tierra Restaurant,mexican,Classon Avenue,3474420352
-73.9518041,40.5856255975452,Mitoushi,japanese,Sheepshead Bay Road,+1 718-368-3255
-76.0741125,43.051660897545204,Mitsuba,ramen;noodle,Erie Boulevard East,+1-315-373-0038
-73.8928323,42.7695672975452,Mizu Sushi,japanese,State Street,+1 518 6305555
